,GSM352329.CEL,GSM352330.CEL,GSM352331.CEL
205267_at,4.7339650044625,10.5787004013174,0.805019667997852
205268_s_at,2.44351652621644,2.07387412221425,6.60050825782099
205269_at,4.02327835406678,1.82865355561244,6.61949591300402
205270_s_at,13.9969441024745,15.8836009048793,5.5055398093112
205271_s_at,97.7513002530189,67.5055849959591,87.8393942080022
205272_s_at,4.06305542914239,4.44761111514059,6.70336770144481
205273_s_at,1269.51300400887,1587.30563916456,1429.69704391677
205274_at,1.16720045939482,5.01143318242127,2.22556194061029
205275_at,74.8737143638127,24.5198043797266,7.75901799330432
205276_s_at,146.275639455341,95.8456137209797,93.3006472810152
205277_at,91.035630388795,61.1747007198729,64.6512907790142
205278_at,1.38870185933203,10.0491791861347,0.445383912897776
205279_s_at,208.988374897921,236.068016449757,224.730560795397
205280_at,87.1109619986847,183.965345018649,119.116190592455
205281_s_at,168.297016424892,191.982037150342,179.503235530314
205282_at,232.530054482604,267.302386852528,289.565503669715
205283_at,167.438875478147,219.979949145041,216.485153892286
205284_at,218.15404742885,188.089836001498,151.174023218238
205285_s_at,7.80204112640818,4.16166448432693,10.593650385844
205286_at,2.83449230451378,17.3430170619613,2.32404954467642
205287_s_at,3.11716730926846,1.74633788423159,3.49083398314383
205288_at,10.3339570728067,8.75757207750365,25.1257126024818
205289_at,2400.26262521618,3319.47382566631,2038.97240894917
205290_s_at,6747.03967239834,6935.45777110714,5450.58784468438
205291_at,34.4080585834671,24.02344012422,18.7288874775605
205292_s_at,2372.65615813819,2729.16068814915,2791.9490101799
205293_x_at,628.888755163733,301.896782787479,401.742738976518
205294_at,992.618075382865,707.659926257143,870.461435399722
205295_at,22.9454451157947,2.18004112444551,2.02145654561832
205296_at,14.4858575866724,26.5321585199348,23.5397349241049
205297_s_at,24.9979144156689,3.68743405135738,13.2715215892169
205298_s_at,349.681057516589,427.066691903021,297.428220156365
205299_s_at,65.3244221927396,75.8696500484595,50.9801087391092
205300_s_at,189.962884311294,199.006074777629,173.545731535313
205301_s_at,58.0933223844516,52.3924809254146,47.5806835854196
205302_at,19.5678042031167,2.80649539080083,2.06458792478971
205303_at,17.0352230944505,3.5329765022844,2.63132628390937
205304_s_at,3.94330269726314,4.88242661931326,2.41376696647784
205305_at,53.6709976920354,58.2325518892726,75.2800231818412
205306_x_at,9.62885687426296,17.6026441625953,0.782586896445023
205307_s_at,20.135087421689,1.41761895488344,12.5277484098825
205308_at,227.317913524712,225.436193338353,244.412730772088
205309_at,17.5991388280326,9.77345660030634,4.52657638720786
205310_at,143.858680024626,144.640544712992,165.613639056778
205311_at,5.18637647557089,1.85794582815282,2.78032201182567
205312_at,9.4331053493205,0.794270496613595,3.08480523038773
205313_at,57.9488121678391,13.7466870216159,11.0704313306721
205314_x_at,1.03556060706997,2.16028945311101,0.997067140107699
205315_s_at,884.272591544825,984.060398785441,940.239950509315
205316_at,9.29473845869087,31.723235849031,19.9030475197244
205317_s_at,17.7980898128322,21.7870283986107,10.4909736490449
205318_at,8.96319333102617,15.0550035175133,3.7961568184982
205319_at,10.1003675118989,7.89633289124512,9.25793428706931
205320_at,44.3581616676856,18.2099830293575,15.0368826322355
205321_at,1558.39986205137,540.338314115779,811.328079993141
205322_s_at,293.548609068498,270.014046161338,231.100736575912
205323_s_at,416.763730501456,258.611788444028,329.267699163014
205324_s_at,832.008641120791,1268.37215673023,1181.23066378143
205325_at,13.4995202803154,17.6556187617711,9.95653622915259
205326_at,44.2339742435743,23.6154630640292,19.8375495830852
205327_s_at,135.266607543325,224.888868214801,222.667750476123
205328_at,31.8727693616084,14.2873704685311,13.3299981820093
205329_s_at,323.535080647844,288.413456186655,314.43312710009
205330_at,169.269619778292,116.786188593175,125.794930878736
205331_s_at,107.386780554191,173.43458752025,118.963047602631
205332_at,39.3861742270833,7.10430650869918,30.7736431157126
205333_s_at,167.622686158688,148.657991176802,173.351910683581
205334_at,23.244529485703,13.7496165087596,10.1141883800831
205335_s_at,1650.85422196727,2276.80365703425,1884.01856594318
205336_at,9.29748170618862,5.83445342790112,3.31097292158859
205337_at,1.17089269466851,0.535400484457306,2.82744499633916
205338_s_at,26.592967997004,17.9759751172425,8.97791046283193
205339_at,30.6882486508165,105.348985394808,69.378541211614
205340_at,208.176532222407,170.959893613371,183.891271662143
205341_at,464.276055125769,151.759350851265,218.199283503313
205342_s_at,3.59714165812112,1.90791584319598,5.50897379182698
205343_at,0.794927496907445,3.99293257024742,2.65532613439958
205344_at,10.2325801901064,2.52092360145148,2.47357967450851
205345_at,48.0710258021515,97.997573562126,102.417760040214
205346_at,100.586848123356,50.1286936273968,85.9293273469501
205347_s_at,27.1771372592951,40.7449752208778,39.6484072340608
205348_s_at,41.6965447004462,38.6109692704834,37.9752817621946
205349_at,5.02736406282191,7.04329536968093,2.60659591401065
205350_at,18.7233609132304,3.70256819827395,18.3182980338257
205351_at,357.561938561543,373.711316491384,383.712387817018
205352_at,61.6454072537812,135.673208860118,93.8637913052564
205353_s_at,2916.33923795982,2044.00692961933,2819.42012774213
205354_at,287.209742855608,187.110934152021,252.867457847663
205355_at,59.7337561127729,52.1043181609372,53.8112337042112
205356_at,711.609771250071,931.421040683554,907.753782795223
205357_s_at,140.11378487077,190.592305563719,141.532146650179
205358_at,0.874716432816665,1.69552783344236,0.35838317848145
205359_at,17.6197634064416,15.5101970474472,8.18307070713799
205360_at,43.5825035654101,20.5541322407867,7.67734332302194
205361_s_at,402.58157689447,549.210947413722,694.262989822864
205362_s_at,75.6252317204019,54.7680594040499,55.148270710736
205363_at,1.11028696376154,0.350466832435609,1.49882106578365
205364_at,27.2608486659169,10.4114334209327,28.6840641433236
205365_at,50.6791791327143,17.6050264145122,14.3793753560841
205366_s_at,262.262443915832,209.686276779573,251.827575832053
205367_at,209.547675226283,120.928736508399,132.195066579794
205368_at,27.5190754253855,3.53357849711188,12.2495416988889
205369_x_at,161.324474993498,112.805003403999,156.312293727964
205370_x_at,888.094747349198,704.054047148344,1010.66700416817
205371_s_at,27.7847377358896,42.1635855173826,80.1887798346243
205372_at,97.4473042593562,112.114163932485,95.2567224856268
205373_at,24.4113082697422,2.14250485202025,1.80506247028831
205374_at,28.6988970400448,20.9225713011221,12.9373130765494
205375_at,29.4980702286906,23.1849804165945,20.1294696452603
205376_at,46.1796965339334,45.7285854275285,53.1094781786642
205377_s_at,7.24652268002888,4.73340319484661,4.07979663994757
205378_s_at,1.43933734800162,0.665685567227674,1.15294951292193
205379_at,177.635853452559,196.907123185759,193.156751375375
205380_at,0.953180430465607,8.27956142685833,3.09711647384237
205381_at,1.92408862348581,2.40241479486631,8.81115875680849
205382_s_at,139.68141808308,178.853683032302,193.745888152388
205383_s_at,611.909913116694,637.084334016182,803.5060150569
205384_at,33.4891844130028,16.7501226013476,9.88620505062014
205385_at,18.1654422232229,10.3432451962314,18.7272185572546
205386_s_at,26.1346287425784,9.34062947505733,12.56338890203
205387_s_at,11.7284583306301,5.17206997710794,8.32630982543125
205388_at,39.5198092102828,1.6967365233277,2.12195131320643
205389_s_at,4.23201724601236,3.10571628699609,6.6057302943737
205390_s_at,8.84486912235565,2.01577190163211,1.40065355571306
205391_x_at,2.16901633947791,28.3125719980052,2.42430500139969
205392_s_at,11.9961829988406,12.5443710584011,21.5127149913377
205393_s_at,149.569848108727,240.25351267173,189.217719888466
205394_at,233.130461933503,283.524631972462,280.620160595507
205395_s_at,118.31273105274,212.952629221649,176.923697800598
205396_at,462.294210611944,173.909583275502,279.336294184441
205397_x_at,674.38514519678,270.166917532572,378.717942006498
205398_s_at,1187.73607106083,764.563841587944,963.925426423569
205399_at,164.707582646103,175.21872996337,177.71131620521
205400_at,5.96020571335421,13.7254970636459,2.09813665045316
205401_at,728.750709930332,511.538657340257,600.058487107352
205402_x_at,73.2014616962154,73.968672884441,87.4998237826542
205403_at,26.0459303316449,34.6845755029797,45.0063490277656
205404_at,8871.14703047507,9515.30873792309,8176.37906638343
205405_at,139.943223636269,62.666215522322,91.1129790549181
205406_s_at,217.814751208158,314.954087276539,243.794434120472
205407_at,683.311780850319,933.984295675884,975.586753884795
205408_at,201.079452948225,142.137473751125,203.680836612284
205409_at,484.558942422465,190.879664508319,287.858295648203
205410_s_at,1523.6463178084,244.823383065148,426.329955748352
205411_at,63.9195425078857,88.1913662442808,89.5506478031545
205412_at,2865.12534358934,2421.44396895112,2631.45695412314
205413_at,1.18505297020012,9.95338018842008,3.18995153069919
205414_s_at,11.4242795725299,13.541882157476,13.9711543264951
205415_s_at,91.8540380158677,118.819988147464,93.9610093363074
205416_s_at,75.7327088447346,85.2629231446466,98.203515710815
205417_s_at,2405.62959737044,2798.38816171593,2465.13110240659
205418_at,3.09058767480452,2.52357647964361,13.4570209801198
205419_at,5.00514863448922,6.61408582008249,0.368303288832742
205420_at,80.1428060679524,68.8358791689677,71.7425895924124
205421_at,140.892613819913,166.219908052811,145.170744775561
205422_s_at,16.3156022191209,6.71533046102432,9.20996030331508
205423_at,409.870706556628,452.22444991294,662.923309698525
205424_at,109.664861258324,48.0027074323437,66.7590373580611
205425_at,130.799426017666,138.038459016989,179.180561186582
205426_s_at,81.4035483121982,21.1082112888036,45.0525121999999
205427_at,36.5324619734703,60.0163970682862,80.6834388073308
205428_s_at,7387.08335900259,4928.07298392241,5365.59394528264
205429_s_at,187.745110460296,174.823895926596,187.505328281861
205430_at,24.1507229548065,11.4267803889513,0.446115369175283
205431_s_at,32.5628116797031,31.0465757967434,17.1594582130545
205432_at,98.0898847753587,70.2237113889303,62.0634394942798
205433_at,580.122750883505,1208.18549627292,1021.74748153524
205434_s_at,743.380377777694,556.806210877955,703.854534546008
205435_s_at,49.8284527028061,30.657113849818,43.1606405183724
205436_s_at,943.590321964449,1272.00809430778,1217.7250264549
205437_at,184.940715280219,151.48067648547,147.682886101732
205438_at,168.967067384702,110.929946278444,134.627530866479
205439_at,58.8095064047619,32.817619126998,60.1411778907788
205440_s_at,1.0942556270289,0.387927379321268,2.94241921661494
205441_at,319.008647459197,348.562435017951,400.135420656931
205442_at,1.50840675266138,5.71302878111345,1.21102412718264
205443_at,565.901879433407,793.005439543077,761.331096352494
205444_at,34.2550086823552,18.7178739734247,10.8903043703087
205445_at,42.9094231580249,54.1376338786806,38.5130574910664
205446_s_at,353.649706869044,296.002480217265,268.964349801957
205447_s_at,471.862895085547,254.646055784698,309.277423952312
205448_s_at,245.989946995151,139.053123373002,192.58500695864
205449_at,368.218459954885,332.280421531373,845.864212244403
205450_at,145.56835941088,129.726483947719,115.158000462959
205451_at,60.5629287760226,33.2376746667695,43.5981890954336
205452_at,268.024922910263,392.956396981448,379.602031929123
205453_at,1600.94914713263,1597.46175699797,1813.54261253708
205454_at,5.29883765170342,11.269400974384,2.72386396281131
205455_at,59.1921746613036,54.5151278211926,56.0539034052837
205456_at,37.7383528423332,32.0260706804461,26.2283999660276
205457_at,396.980737996128,176.737538603797,185.053527608916
205458_at,63.988092526518,44.9652744664661,33.1067164108777
205459_s_at,202.899559898264,122.504162140071,148.252779979676
205460_at,113.274483343187,56.9985225349477,90.2409904409122
205461_at,187.915361417103,102.359021112708,85.2241585373005
205462_s_at,2541.60127983165,1678.12389898112,2306.97802875893
205463_s_at,347.078029327521,263.145646189872,326.088734518473
205464_at,1.84684129008548,2.09540162568377,2.30476940400092
205465_x_at,3.54302026915425,5.71015745239313,1.11907996620739
205466_s_at,4.59690870406041,6.27205353502503,12.9972963973642
205467_at,46.8165639887046,41.8803864245434,57.4999301790439
205468_s_at,8.15804520828272,2.92648322736086,4.04897893969002
205469_s_at,53.3820696486805,48.7275535872254,66.3464751574559
205470_s_at,48.2181487542743,45.7031692183574,53.7134879592877
205471_s_at,10.5131211768106,5.67069424257274,8.42309749792374
205472_s_at,6.74803812237104,7.60449982725961,2.00978987535822
205473_at,3.88984260413092,3.20762737453989,1.57149095628667
205474_at,362.472273763426,437.844350155992,363.898234244462
205475_at,29.2304312702887,14.3316357220248,21.3054730920906
205476_at,516.045221411916,1046.96219832089,704.026651546325
205477_s_at,3.44578415916756,3.09054846845285,1.00015138717934
205478_at,5.3252616918029,0.823778249546409,0.884281495694409
205479_s_at,26.2059256522169,18.5164558323502,16.8610158113622
205480_s_at,4036.74287893824,4733.23748673573,3824.09551040456
205481_at,24.8408003095366,19.5152737569931,6.01888680958254
205482_x_at,239.10242402854,257.328150912794,200.472758319235
205483_s_at,525.261511793867,504.01615042178,613.664807536151
205484_at,6.86803859241251,5.97770191322814,5.38068994729689
205485_at,11.5259572517322,5.94511017184404,0.676506369097716
205486_at,75.5579919655049,48.1982360742285,45.3252728452168
205487_s_at,11.6690890675747,12.393189759041,6.05903413261015
205488_at,25.0600248001312,1.5579713014451,8.87513450415771
205489_at,42.2477157640624,52.3224131259962,49.9379555383797
205490_x_at,19.5081661725861,3.36547016511884,24.0884275592032
205491_s_at,8.10374350033499,14.6604760191874,9.66567661793695
205492_s_at,245.316414715905,156.370720615311,212.571645491628
205493_s_at,262.063654923414,362.600125442584,384.874967642329
205494_at,28.2928038632248,42.9995844035783,32.953280426341
205495_s_at,2.12546421070338,1.7821605366019,3.38294237311827
205496_at,0.871408624333406,1.8219424170186,3.89293090423504
205497_at,128.470303540455,162.447539820989,171.018273966552
205498_at,13.0400933534271,13.1916451715548,8.1494264524654
205499_at,813.953254318906,1056.43753612478,873.514350332703
205500_at,9.03420596239759,5.77457296019246,17.0496172460007
205501_at,12.7048616510486,7.239741276516,0.422046687362827
205502_at,10.8872751776055,9.98009029065158,10.0237547041903
205503_at,336.811433678265,231.70945743856,256.793164625225
205504_at,21.3515388266186,3.71162069804806,3.85236709601519
205505_at,636.324133117994,475.136587088022,456.988845528855
205506_at,4.23753117425746,0.69802817737296,0.634308559751453
205507_at,36.5733751599219,14.9580832921842,3.98503390236566
205508_at,132.344977942237,66.6254451107992,94.9746482000092
205509_at,1.45265503244365,13.9131029708717,2.06090789422796
205510_s_at,42.6754765996806,30.9563061207193,52.9625482393251
205511_at,17.3194780195927,11.0513379136942,30.0151334345412
205512_s_at,432.06154039281,418.527533742688,402.484634458803
205513_at,8.65224373163719,2.78829974852067,3.11405429882655
205514_at,1.24255977870239,3.39559343316379,4.88683967416712
205515_at,79.7785575699146,78.6337174222842,105.086058718978
205516_x_at,956.852204402806,704.104869978047,959.520356972539
205517_at,4.06101434585123,5.64438984131417,10.4640888725636
205518_s_at,22.0648088237006,19.1527394789911,16.635495083162
205519_at,25.0564457259166,34.8891103192716,28.5874056114503
205520_at,85.5121556463914,77.8713727187214,64.1328921721269
205521_at,94.0158248216785,140.491732349296,137.640068989455
205522_at,42.0772595122919,21.9427385167755,22.4027925701871
205523_at,9.41424219323886,1.36251201090567,1.73670931062732
205524_s_at,4.65768961366737,16.8279263628902,3.51303399460517
205525_at,54.4547426281195,24.8901005277657,30.7826018505653
205526_s_at,330.308693462027,314.521930934288,337.620689362062
205527_s_at,143.401117824565,179.233740855218,188.844002975974
205528_s_at,34.9858084309444,37.55173775604,52.8511350936467
205529_s_at,42.0624949304306,72.6861412046988,94.9640722026139
205530_at,131.009923445768,160.282151611691,157.435489048107
205531_s_at,11.4853301754768,4.02251450136683,0.884517350587099
205532_s_at,4.77737784697766,2.32751428841099,6.5013396033604
205533_s_at,9.61504623277007,0.375545652058833,0.618700187608484
205534_at,795.011376750917,1328.17864781483,1088.73034943467
205535_s_at,326.740099407027,306.210246111304,249.748615733943
205536_at,164.887529104797,63.4928312854656,94.0467072195097
205537_s_at,85.7927429801861,3.31081433378097,19.8648157127479
205538_at,18.1635848136122,14.5986783048847,27.820540376905
205539_at,30.1720855786256,20.1522601749968,24.3675263514249
205540_s_at,94.8865495947088,89.8926700498394,126.640731913011
205541_s_at,257.40333277284,228.379737563781,326.99662656968
205542_at,371.67590670362,651.742834055594,678.129910409472
205543_at,37.42379793323,50.1313913999537,61.5741481448755
205544_s_at,1.40066171391557,3.10400084122999,0.477207206058946
205545_x_at,993.804160735787,1190.07683962748,1026.97273907906
205546_s_at,458.026329036565,465.82410092889,491.539703835529
205547_s_at,7603.44238596349,6574.15234192019,6229.7574109941
205548_s_at,1171.72908908425,1458.46651433308,1581.94521948214
205549_at,1.16446793967362,4.82737687236882,5.32244636350248
205550_s_at,621.076282020825,744.862860898387,629.396073712612
205551_at,2.92849048458131,7.40203338754964,1.84095436310768
205552_s_at,13.4654572782614,2.36982693700792,7.11222748660248
205553_s_at,1.98478561380962,1.04555966490446,0.625074218216168
205554_s_at,24.6998855904505,8.87374474052868,8.7318649072991
205555_s_at,27.6931149232715,10.1747687618852,40.3397760506795
205556_at,14.7126259708822,16.9221514003871,3.2388579442188
205557_at,23.4286226262278,1.62568411814646,2.68837141510851
205558_at,270.325122407756,311.671961566606,254.0617939808
205559_s_at,28.0436805276367,32.8181869980145,16.7341877664234
205560_at,27.0323710975411,14.3693947478406,12.434737065745
205561_at,123.055918268579,67.6925845073036,136.622303808187
205562_at,457.079569564309,404.460852408407,415.301826871731
205563_at,2.77733161263146,1.22641941198253,1.86122552958088
205564_at,9.06807915538326,22.2088599248916,17.7262316137655
205565_s_at,135.559257244379,72.5962395790943,149.698070366592
205566_at,270.609857006465,214.629445669092,167.367827079201
205567_at,30.1747393424802,24.8833283431344,26.1004380584607
205568_at,11.1526987142209,7.76823293351721,17.8558820563605
205569_at,1.81037994056971,19.0510346435319,14.7252602319618
205570_at,60.7923938277435,62.9317403359818,90.3409652723996
205571_at,67.6590463822473,43.8031806002243,74.7202027268159
205572_at,8.11098166095169,4.48257005458155,4.80623880628974
205573_s_at,1310.97488760164,1681.0269279375,1471.53793119298
205574_x_at,1377.27819385561,1127.28178397332,1223.9703691357
205575_at,138.443558102867,93.6394736548594,139.551908654005
205576_at,33.6961336692618,32.4680311189791,27.5019237429768
205577_at,16.3946268834962,13.1858373379684,2.72067211049604
205578_at,5.79938791262703,3.78599440414306,13.179861187689
205579_at,420.953402837098,698.416281142424,645.385141592363
205580_s_at,328.761653101665,417.365799820556,496.615169808426
205581_s_at,27.9568659550487,2.22489560763785,7.18095953386392
205582_s_at,483.380947412917,416.467933634582,398.993865227366
205583_s_at,196.725306900736,223.498961806863,208.62453236783
205584_at,49.4178403558702,41.6042821009282,44.7269172582358
205585_at,57.7846287876501,55.2725656656979,71.6463270985678
205586_x_at,47.911407180665,29.8706851133871,13.9091849224077
205587_at,3.40355006234585,1.72497843165033,2.15063054747849
205588_s_at,268.315471570793,233.364166327193,270.030241637319
205589_at,16.1056297034693,19.3718682833183,7.32982639951032
205590_at,32.6341914412264,46.7074810741256,46.1221235376104
205591_at,2.83237330339999,2.25901852041898,0.607813736565377
205592_at,37.0056692212639,38.9011528895888,16.9958843052528
205593_s_at,4.7265394854737,1.58996329134902,2.01121750527192
205594_at,219.279498076546,268.283764626914,339.18329154745
205595_at,2.87061487536739,15.5663285424358,10.7941853737116
205596_s_at,2720.83220745713,3549.98527091292,3870.04314333049
205597_at,3.29046543715395,22.4425430809572,15.4994954081407
205598_at,26.4225036482358,42.4376938217656,11.5960079738219
205599_at,28.6820012759696,18.615446075787,18.7283064162896
205600_x_at,358.076769731954,242.052130579185,149.251456525487
205601_s_at,177.596756453947,112.505342027704,134.982715573212
205602_x_at,1065.60262827799,788.842007951059,807.836235700073
205603_s_at,114.047580766603,123.367039692215,148.107005730067
205604_at,64.5779267550269,54.2916608856994,62.9150784787211
205605_at,4.20421647543987,1.60457695849756,12.6746961304551
205606_at,138.220827559255,139.153978237647,149.325989882745
205607_s_at,100.484383746792,127.717599325038,116.53551467405
205608_s_at,165.519751229933,267.146777942661,175.841563575421
205609_at,87.2681484837968,222.204740311637,147.980835287669
205610_at,0.986228195081535,2.92606464331301,4.75715478929719
205611_at,6.79727471085243,3.31812173118995,9.71391283094678
205612_at,8.80485553359426,6.09954184107923,4.64515480128928
205613_at,1.11500449613707,2.5255937648008,9.24849922825121
205614_x_at,106.574971216033,57.3375896939637,27.6640371648519
205615_at,0.789991026323749,0.496662513221677,6.33972960062623
205616_at,30.073938899915,16.7698204793155,19.8327978146495
205617_at,35.6369257164906,18.7619089553822,32.8231730276347
205618_at,602.070837783914,687.970293195845,681.009107177713
205619_s_at,2.29639438087562,4.84933841722083,8.58585124753745
205620_at,5.87688465908639,3.44670409157045,15.9623692706651
205621_at,524.71062147169,443.306389383247,419.880490085467
205622_at,249.302385251054,165.869425916377,200.836909750292
205623_at,26.4187297746354,8.76784054577618,2.94478881634006
205624_at,68.8329334958471,38.02568504046,59.1667555043578
205625_s_at,0.68776580418079,0.761107952179586,6.69888761397831
205626_s_at,0.610170889108139,6.62491533492611,0.500347970443268
205627_at,510.714159481358,632.578414535935,455.435055554065
205628_at,52.6969771700394,77.3833117695439,98.0468763554405
205629_s_at,2.64003123371863,5.51507669807465,1.1100923200862
205630_at,16.2468123539834,12.285435164903,9.69103734541176
205631_at,126.914449311672,122.771186662742,103.742429558396
205632_s_at,3.34683290066396,0.432760009657727,0.288079484076387
205633_s_at,717.103853139592,726.64667697088,763.471376783265
205634_x_at,645.903933917252,452.498250799643,451.879098510348
205635_at,12.8450688926287,8.51648511477315,5.78856185526337
205636_at,40.9891187633353,41.0285606798726,26.0429129304512
205637_s_at,28.7535623480182,33.2188935718011,29.0859953397512
205638_at,0.770862603609041,7.95732816367012,3.62281728133928
205639_at,12.6158052315147,2.74289927291939,14.2218242776123
205640_at,730.360006093796,980.85850752371,1272.28956173122
205641_s_at,330.266109961262,331.841654965098,360.044203530818
205642_at,23.6474568964959,29.7552411268115,22.7836687358595
205643_s_at,24.4418049989852,12.0650960980813,13.5956267140051
205644_s_at,2499.80436492643,2811.94051350692,2842.20432185349
205645_at,33.3041651831067,22.5732452509433,11.814541036505
205646_s_at,18.4533875980482,11.5759710018416,4.17890144209745
205647_at,23.7575066182862,16.1670599031652,24.6476467697485
205648_at,21.6310834483284,7.12397711227068,9.64830923343554
205649_s_at,1.1779802003666,4.38139093830196,1.22154950965843
205650_s_at,43.7848673807359,29.3892953663984,23.8345553134902
205651_x_at,9.60493236246913,13.4498272497256,12.2479338337434
205652_s_at,77.4283646568179,105.14463280323,97.9195109692067
205653_at,15.1321644633607,9.05145356795227,32.8301784508963
205654_at,54.9221315137939,24.9227856233287,18.1898912580566
205655_at,7.84390154932892,7.66068496944885,0.696456955070411
205656_at,34.8702112449857,19.2428952692582,3.8748197012921
205657_at,32.5247074027217,27.5988064301147,12.9042822847335
205658_s_at,169.104225578295,155.454307591675,178.072224638761
205659_at,257.520430794874,407.977733592432,320.69253223421
205660_at,56.482388791841,34.9005179453497,32.782068262419
205661_s_at,252.753265273368,226.572715571875,303.983707492765
205662_at,71.1930336477714,62.7342263381811,108.907826784116
205663_at,293.521118205246,181.874897330555,250.370191790108
205664_at,204.360879478166,220.58223695212,289.256341474167
205665_at,199.432293112622,148.674446898025,164.147688395474
205666_at,20.5267482542931,1.93048386538285,0.733190310418839
205667_at,80.4178158203849,90.7850739964899,74.062850820453
205668_at,6.39423727283633,0.289053910428329,0.387121324997646
205669_at,22.7212406911896,24.4755189012297,14.3637402790648
205670_at,4.83710490969218,23.1156783872652,6.09383629100873
205671_s_at,2.27008101563974,5.17588160496064,11.0363573838457
205672_at,171.937606052613,133.759064355676,139.788849776312
205673_s_at,10.7575345811353,10.5615854345848,13.3577289328691
205674_x_at,27.8754715466036,17.1767583305991,23.2967707332811
205675_at,6.56617587112691,1.07055921650681,0.664921963595496
205676_at,65.1737443367006,38.6697238188357,32.1164298777021
205677_s_at,160.260584367752,243.381928164501,215.72182410063
205678_at,16.7184595715143,11.3988889735009,8.86108584842276
205679_x_at,60.6229767605457,30.9920488301344,20.8991694508313
205680_at,4.27963409185182,7.69157472303485,0.49208777566982
205681_at,23.7129157035498,73.4069361352653,36.5917980112708
205682_x_at,103.698085342132,108.122436377683,104.114472531652
205683_x_at,6.39644539671077,4.71900795874126,2.50421404026523
205684_s_at,183.105571568281,316.6595148488,325.8394295696
205685_at,38.2516958318842,31.5542804158934,37.807707651834
205686_s_at,12.0430355674887,12.8290887810782,2.5322765891606
205687_at,437.597662944971,325.84523050914,414.445807849949
205688_at,73.566298008348,49.2893939607781,58.0865435356165
205689_at,38.5971072164474,42.4460139181055,59.8556146582969
205690_s_at,1793.77837499848,2002.29657113553,1815.74367902915
205691_at,180.594692308569,342.053826117556,296.013237363634
205692_s_at,34.0242776491401,23.6394561626978,13.6347430891925
205693_at,23.305963563694,25.5324960913755,23.2088217599769
205694_at,253.176332539515,160.887163417889,224.943558503786
205695_at,36.6185382629024,17.5942195631627,8.23837857117249
205696_s_at,4.56613700329557,7.62215087987401,7.56991958710661
205697_at,6.61283370366767,10.4161192446782,18.0407579182375
205698_s_at,35.1632479735108,56.8847968560506,35.6574142691746
205699_at,3.83605215653788,1.0172877035869,3.65004998186562
205700_at,8.36100533682805,20.6772716191496,17.0880307641229
205701_at,124.188392314171,88.08979918249,110.122188085155
205702_at,308.153374608821,324.006071139473,311.451085770757
205703_at,13.3887665647567,6.30448154204887,2.12203535242708
205704_s_at,235.546620986163,230.378137312023,257.539024141595
205705_at,19.7988507189216,12.8528224890729,24.1261212884819
205706_s_at,40.0662138163136,37.698021357046,45.8439143471775
205707_at,707.839372423548,493.691760848398,556.265012207084
205708_s_at,280.574936302574,155.619977754658,181.887798719896
205709_s_at,24.777582985138,16.4179689018116,16.48906753843
205710_at,18.7389921931563,17.9396675783096,13.1891854516074
205711_x_at,4117.62047970128,4653.55724119452,3963.04842791403
205712_at,2.00622847496263,0.461110796501725,0.853511386750599
205713_s_at,2.32908743808193,2.30926622579431,7.93590602006185
205714_s_at,30.3913590349846,18.1074179034379,6.06449164057588
205715_at,322.223996385258,396.652085026275,402.934182839363
205716_at,92.9878703336686,89.3079883664376,90.8255967068076
205717_x_at,1450.14445570552,540.648790711092,725.983199838862
205718_at,4.54012369445595,4.39549284397881,4.60157687565801
205719_s_at,0.571526988736021,4.82437364635163,11.3024443292338
205720_at,3.31915565930707,4.84082951528788,1.81088371464684
205721_at,4.71655645323608,2.54101373058638,2.144511533758
205722_s_at,3.26337961248313,2.47894736445215,7.71489597545964
205723_at,76.1310858298226,66.6336286521588,38.0390232000611
205724_at,5.49668213438838,14.527886880966,6.99916545010177
205725_at,3.03436115446039,1.82350329150711,7.06607534203188
205726_at,436.04673684282,512.098294991347,521.779892894347
205727_at,51.3076908080256,40.1836987990727,59.9415679416547
205728_at,1.68866207190036,3.97686343998119,0.776174554257537
205729_at,1841.31723989025,1229.1486624392,1602.24960428548
205730_s_at,1209.06948178277,745.457665651266,984.150981370887
205731_s_at,43.7766497520794,36.0011006838085,50.9113998046336
205732_s_at,62.1854517885187,46.569556852207,57.8695912026079
205733_at,56.9318269652096,76.8709532827442,64.6975988342521
205734_s_at,1.51593141458129,0.77021867237938,0.938870262013051
205735_s_at,7.29502529295961,5.88729849308007,1.6498095952706
205736_at,9.24311148432822,5.60248958117555,7.56908909331834
205737_at,36.3678935378144,4.15169586598377,9.68697390402428
205738_s_at,3.58301879925862,3.64578364555719,1.78243454801269
205739_x_at,16.8602437836001,15.759896053922,22.76191837059
205740_s_at,832.770910321991,548.654130459138,752.290373624285
205741_s_at,193.364438016312,268.621926577363,210.361917472259
205742_at,18.7033948338195,4.3689593687895,9.85092357239589
205743_at,60.3646137725946,38.2201559752491,36.8475229714988
205744_at,18.9789771327084,4.19348975373702,5.02376023391237
205745_x_at,408.932919022933,380.727164493472,476.670052042023
205746_s_at,236.31363099749,140.54023986362,180.470416344738
205747_at,17.7937102755074,11.6831201795254,3.84971710081384
205748_s_at,671.682145874273,458.191494289705,518.10375954098
205749_at,16.6180127712308,0.804482638935869,1.26442499185126
205750_at,169.38466530852,121.408856129585,150.337811644165
205751_at,1.04017853580072,0.335496856978796,0.387136733359962
