,GSM352329.CEL,GSM352330.CEL,GSM352331.CEL
200808_s_at,3636.18335190904,1422.02054998134,2452.27221308716
200809_x_at,14960.1024979752,11110.0595630776,9251.40459785816
200810_s_at,1688.77574386028,2241.28313312595,1876.22167133019
200811_at,1359.7899114831,972.897868062816,1248.27516469181
200812_at,3257.08590143147,3528.44507551274,3146.87871505903
200813_s_at,801.314001137025,626.626538376422,734.424138415102
200814_at,2008.24910923269,2137.66422670864,2057.6154994659
200815_s_at,2594.30599812838,2421.24270069315,2346.99868154477
200816_s_at,1018.14863084185,1329.02780054934,1336.25928228199
200817_x_at,22812.0980061073,17106.2810098381,13812.9976496145
200818_at,5516.18656190164,5649.75841299961,4838.37062881014
200819_s_at,19067.8950148056,13777.0952780308,11717.5721942645
200820_at,3559.96632249004,3766.57030467277,3751.09965294543
200821_at,948.056658554779,1631.47820924855,1458.92684269156
200822_x_at,7870.91073428719,7504.08570599857,7360.99379250681
200823_x_at,11738.4303317929,10364.3839837651,8714.17000668702
200824_at,4353.03224489643,3807.72990469813,3991.96111548448
200825_s_at,2269.72456728794,1446.49604974911,2023.63910350782
200826_at,5300.30967915774,5161.30571039921,4842.04954946501
200827_at,1933.89672420128,2401.82989264815,2158.99845919114
200828_s_at,4771.89234071352,4318.10576984378,3797.39217561882
200829_x_at,2997.73933694942,3366.37135204985,2671.57736682635
200830_at,4215.74937809919,5635.17769852344,4297.6590903158
200831_s_at,3269.27024476578,2496.52747605302,2958.16277946753
200832_s_at,5159.91301351944,6046.38757344817,6218.61533258777
200833_s_at,4291.3586034245,5244.29412689688,4696.40376628409
200834_s_at,15733.4578602834,14086.2489446918,12788.4539002549
200835_s_at,151.312120449921,174.516157738222,299.666302600961
200836_s_at,976.530838772092,582.012051169641,831.927523880613
200837_at,4996.89909639114,4938.72009039847,4320.31185632181
200838_at,6359.0089807013,5881.66694636549,6008.21535806591
200839_s_at,10728.333566209,8700.33641860071,7418.49442071573
200840_at,5533.81266249049,6013.77026363887,5631.57950095437
200841_s_at,397.562735891757,307.089074844831,356.072521156995
200842_s_at,1373.47559713742,1617.16839301938,1623.04365958118
200843_s_at,1199.14961110952,1226.41268414174,1262.6328557501
200844_s_at,4741.89791226875,4502.13068564413,3887.57918316402
200845_s_at,2693.19344924053,3226.11617054117,2815.37298801856
200846_s_at,2066.43261977891,2072.81526446376,2459.71909149188
200847_s_at,3168.31356765662,4273.12367970726,3453.41915752256
200848_at,2349.72596846945,1641.47716520852,2129.32288403894
200849_s_at,2571.13453962554,2997.15776527748,2934.99233889349
200850_s_at,4139.29588586103,4425.71787561221,3972.88887622719
200851_s_at,2455.67776071973,2896.07360794137,2281.21691852009
200852_x_at,3105.31509394464,2237.84032820409,3162.00259903183
200853_at,4167.1222008466,5408.14572765658,4386.86521007192
200854_at,319.182390949846,316.580251071861,344.93428937564
200855_at,99.9501951117497,127.726332736935,122.728016330283
200856_x_at,130.601839411875,122.773705651878,158.542902470897
200857_s_at,458.731650804453,394.719086711951,571.167945159696
200858_s_at,12424.6869019836,10925.0636039947,10271.2873378674
200859_x_at,7276.42219150927,4876.76576777598,6243.09102052831
200860_s_at,1919.55191177484,2374.12750275039,1927.41254121193
200861_at,479.440323496963,368.747573783054,406.147458362214
200862_at,2683.7798036065,2833.30505902263,2782.0299461344
200863_s_at,5330.45620347818,5088.57232501247,4371.4366870602
200864_s_at,445.457217393304,622.258531113498,725.600179090353
200865_at,6.60098960624129,2.30116665381091,0.864141528123459
200866_s_at,9431.76077408,7683.14007247955,6779.01065921782
200867_at,629.038514182858,941.32646034824,857.451984167604
200868_s_at,934.48813420114,855.670151974483,760.6688700307
200869_at,18338.7214630625,14825.3971163674,13099.902128592
200870_at,3882.32929741045,4362.35622033748,3901.02677680879
200871_s_at,12769.1555615024,10464.4163177831,8638.61526100727
200872_at,13657.5040012787,11073.1944678809,11652.1167619751
200873_s_at,3604.96266548,4107.93685902604,3981.03723406624
200874_s_at,349.048772355129,214.912102324964,257.816696931983
200875_s_at,1213.28299626012,1380.94189221771,1328.94904743006
200876_s_at,4837.91220496715,4842.501272095,4574.41928562996
200877_at,7961.05132577168,7616.68364802617,6799.90018264374
200878_at,5555.97585430152,4776.27641623055,4549.08389864738
200879_s_at,795.705929766271,197.070120470129,290.229942678879
200880_at,1204.77091524944,1520.82638477379,1637.61369024245
200881_s_at,4439.94129569236,4587.00738279057,4733.31049749949
200882_s_at,1399.68737294963,1834.19406168544,1625.88692028664
200883_at,1468.61779830892,1661.75808071661,1853.159599558
200884_at,119.3052732502,107.390312753829,87.8813755625367
200885_at,10313.4818458314,8969.77213897766,8266.83509473261
200886_s_at,10646.0395021188,8861.99322456541,7615.18440216666
200887_s_at,1667.98312315882,2031.37146073755,1815.91544408893
200888_s_at,10786.4828068577,10987.661663608,8929.82647056433
200889_s_at,1280.7060152101,1177.55544957086,1247.0619202711
200890_s_at,602.983345151144,521.051522759254,660.60966091509
200891_s_at,2613.27080433924,3314.28147866923,2910.56451511616
200892_s_at,1333.65047387331,1266.67800524128,1381.36808047073
200893_at,1842.3412322482,2326.26765666076,2228.33006729654
200894_s_at,406.147493951162,347.982731332326,441.319463729804
200895_s_at,597.999056208877,498.597338354997,820.022339473979
200896_x_at,2863.6235252382,2808.29834658638,2945.37725602564
200897_s_at,4763.17502862267,4831.70866997305,4505.43450122027
200898_s_at,821.412108030312,639.76674506165,583.780983923878
200899_s_at,731.926828651611,978.271105741186,752.907809320305
200900_s_at,1201.19193060022,1182.8715677684,1292.29535493986
200901_s_at,1719.47930350956,1568.3546893111,1695.93096673101
200902_at,1496.03140523228,2315.07872829361,2176.41951695287
200903_s_at,2578.06338709698,2616.45444685174,2478.04016615331
200904_at,1276.27109018461,1464.79746635861,1715.34211051779
200905_x_at,4300.15589336073,4761.30952050305,4767.67423854069
200906_s_at,1646.49462611544,1268.2401814149,1331.38571602428
200907_s_at,5101.94497080896,4397.08565863149,4754.78633314423
200908_s_at,94.9468386484321,169.363923810291,71.5885225967778
200909_s_at,17172.1994235738,13228.0863060785,12096.9532017796
200910_at,4433.7010580124,3982.36190281426,4399.7754690316
200911_s_at,2753.10446521375,2996.47126266035,2670.23788731403
200912_s_at,6341.52650154578,5457.15355340567,5251.27422064717
200913_at,751.513841693524,753.861554651589,832.012355209425
200914_x_at,503.933936905824,922.430165467848,1057.18932309346
200915_x_at,3150.3535029482,3924.00339689266,3540.76614304769
200916_at,12014.7014615828,8538.63849696918,7780.41353092339
200917_s_at,604.44143023211,296.735082686952,327.232065710787
200918_s_at,1892.43391895931,1472.29427637699,1468.32992591601
200919_at,4188.09115650053,3122.6565244643,3592.95325714587
200920_s_at,1598.42949880985,1992.71616803489,1839.09408010039
200921_s_at,1700.93488757527,1970.72382810259,2122.16091935427
200922_at,2311.64869418381,1258.75592244244,1811.9465485539
200923_at,8176.62364880965,7675.27690836158,7005.38682106998
200924_s_at,1494.1893030787,1627.94219504889,1283.95482024937
200925_at,7194.99261286951,5830.27843605015,5589.82453126439
200926_at,22832.5354216663,17090.6346761244,14661.2643436332
200927_s_at,1105.0953570523,1116.30420218876,1184.81074841037
200928_s_at,14.3739140429797,19.2677043887314,20.82917614834
200929_at,2855.24452019122,3100.67986797515,2798.40334279568
200930_s_at,77.3039697485382,23.2697562607591,38.0642109638021
200931_s_at,5033.43554519269,4476.50084288212,4544.6391234992
200932_s_at,1872.93844788,1950.1457541318,1992.54580991945
200933_x_at,19673.3116098488,14118.6623692205,11514.2771555478
200934_at,1947.7719098709,2902.14780074144,2573.11409183989
200935_at,717.527641827522,111.286666777718,343.2595200879
200936_at,15125.0160418075,13799.6374547115,12354.2032343161
200937_s_at,13015.9822563702,9225.7845695907,8206.49779240696
