GeneName;Column1;logCPM;F;Pvalue;FDR
APPL2;-4,29E+14;4,20E+13;1,03E+14;7,53E+14;9,09E+14
ENG;-5,27E+14;3,79E+14;1,02E+14;7,54E+12;9,09E+14
HIF1A;-2,62E+14;9,53E+14;1,02E+14;7,54E+14;9,09E+14
ZNF543;-6,51E+14;2,47E+13;1,02E+14;7,54E+14;9,09E+14
QPCTL;6,16E+14;2,99E+14;1,02E+14;7,54E+14;9,09E+14
SEC31A;-2,87E+14;8,97E+14;1,02E+14;7,54E+14;9,09E+14
THAP8;-8,01E+14;1,88E+13;1,02E+13;7,54E+13;9,09E+14
EIF2AK3;4,12E+14;5,01E+14;1,02E+14;7,54E+14;9,09E+14
SP2;3,63E+14;5,22E+14;1,02E+14;7,54E+14;9,09E+14
ZNF324B;6,33E+14;2,13E+14;1,02E+14;7,54E+14;9,09E+14
JAK3;-9,43E+14;1,05E+14;1,02E+13;7,54E+14;9,09E+14
DNALI1;6,67E+14;1,96E+14;1,02E+14;7,54E+14;9,09E+14
SF3A3;-3,37E+14;6,70E+14;1,02E+14;7,55E+13;9,09E+14
CHODL;1,75E+14;-4,90E+14;1,02E+13;7,55E+13;9,09E+14
CATSPERB;-1,15E+14;5,81E+14;1,01E+14;7,55E+14;9,09E+13
PAGR1;4,40E+14;4,07E+14;1,01E+14;7,55E+14;9,09E+13
SYN1;-1,51E+13;-1,09E+14;1,01E+13;7,55E+14;9,10E+14
ITGA10;7,81E+14;1,89E+14;1,01E+14;7,55E+14;9,10E+14
PCGF5;4,97E+14;3,78E+14;1,01E+14;7,55E+14;9,10E+14
WDR12;-3,96E+14;5,35E+14;1,01E+14;7,56E+14;9,10E+14
FCRLA;9,94E+14;9,67E+14;1,01E+14;7,56E+14;9,10E+14
RAD51AP2;-2,42E+13;-1,03E+14;1,01E+13;7,56E+14;9,10E+14
REP15;1,32E+14;4,16E+14;1,01E+14;7,56E+14;9,10E+14
CERS4;6,12E+14;2,51E+13;1,00E+14;7,56E+13;9,10E+14
MYH10;-2,67E+13;7,42E+14;1,00E+14;7,56E+14;9,10E+14
VEGFB;-4,61E+14;4,43E+14;1,00E+14;7,56E+14;9,10E+14
NAALADL1;-1,07E+14;8,23E+14;1,00E+14;7,56E+14;9,10E+14
ZNF799;-1,11E+14;8,77E+14;1,00E+14;7,56E+14;9,10E+14
RASL11B;-1,18E+14;6,77E+14;1,00E+12;7,56E+14;9,10E+14
C14orf39;-1,85E+14;-2,25E+14;9,99E+14;7,57E+13;9,10E+13
GTF2IRD1;3,68E+14;5,02E+14;9,96E+14;7,57E+14;9,10E+13
ZBTB49;-7,01E+14;2,26E+14;9,95E+14;7,57E+14;9,10E+13
PLA2G7;1,65E+14;3,57E+14;9,95E+14;7,57E+14;9,10E+13
PPP6C;-3,56E+14;5,32E+14;9,95E+13;7,57E+14;9,10E+13
HIRIP3;-3,86E+14;4,27E+14;9,95E+13;7,57E+14;9,10E+13
CLEC16A;-3,33E+14;5,33E+14;9,94E+14;7,57E+14;9,10E+13
GATA6;5,71E+14;3,09E+14;9,94E+14;7,57E+14;9,10E+13
DEGS1;3,46E+14;5,25E+14;9,94E+14;7,57E+14;9,10E+13
L2HGDH;-5,04E+14;3,24E+13;9,94E+14;7,57E+14;9,10E+13
IFI30;4,22E+14;4,37E+14;9,91E+14;7,57E+14;9,11E+14
HOXA1;5,69E+14;3,22E+14;9,90E+14;7,58E+14;9,11E+14
TYRO3;-4,65E+14;3,57E+14;9,90E+14;7,58E+14;9,11E+14
CEBPG;3,92E+14;5,02E+14;9,90E+14;7,58E+14;9,11E+14
COA6;5,07E+13;3,43E+14;9,87E+14;7,58E+14;9,11E+14
C15orf61;1,89E+14;-3,78E+14;9,86E+14;7,58E+14;9,11E+14
NDRG1;-2,40E+14;1,10E+14;9,85E+13;7,58E+14;9,11E+13
CBLL1;3,10E+12;5,49E+14;9,84E+14;7,58E+14;9,11E+13
CSNK1D;2,73E+13;7,04E+14;9,84E+14;7,58E+14;9,11E+13
PLXNB1;3,84E+14;7,37E+13;9,84E+14;7,58E+14;9,11E+14
TMEM91;8,05E+14;2,27E+14;9,80E+14;7,59E+14;9,11E+14
KLF10;-2,83E+14;7,31E+14;9,79E+12;7,59E+14;9,11E+14
SLFN11;8,76E+14;1,27E+14;9,78E+14;7,59E+14;9,11E+14
LINC00339;-8,82E+13;1,25E+14;9,77E+14;7,59E+12;9,12E+13
NOA1;3,45E+14;5,09E+13;9,75E+14;7,59E+14;9,12E+14
GABARAPL2;-3,34E+14;5,54E+13;9,75E+14;7,59E+14;9,12E+14
LOC645513;-9,77E+13;7,64E+14;9,75E+14;7,59E+14;9,12E+14
GTF2H4;3,78E+13;4,46E+14;9,71E+14;7,60E+14;9,12E+14
ZNF641;4,89E+14;3,95E+14;9,68E+14;7,60E+14;9,12E+14
RPS20;2,64E+13;9,31E+14;9,66E+14;7,60E+14;9,12E+14
TFAP4;-7,54E+14;2,03E+14;9,66E+14;7,60E+14;9,12E+14
MNT;3,93E+14;5,30E+14;9,65E+12;7,61E+14;9,12E+14
LINC00476;-8,54E+13;1,50E+14;9,65E+14;7,61E+14;9,12E+14
KAT6A;-2,76E+14;6,39E+14;9,65E+14;7,61E+14;9,12E+14
UBA52;-3,00E+13;8,38E+14;9,63E+14;7,61E+14;9,13E+14
ZSCAN25;-4,54E+14;4,14E+14;9,62E+14;7,61E+14;9,13E+14
ACY1;-2,40E+14;-1,07E+14;9,62E+14;7,61E+14;9,13E+14
CCDC152;1,52E+14;-4,29E+12;9,61E+14;7,61E+14;9,13E+14
SCLT1;-5,44E+12;3,24E+14;9,58E+13;7,61E+14;9,13E+14
ITGA1;6,62E+14;2,61E+14;9,57E+14;7,61E+14;9,13E+14
CASP8;3,48E+14;5,45E+14;9,54E+14;7,62E+14;9,13E+14
ZNF74;-5,26E+14;3,00E+14;9,54E+14;7,62E+14;9,13E+14
PLEKHA8;-3,87E+14;4,82E+14;9,53E+14;7,62E+14;9,13E+14
ALKBH2;-4,60E+14;3,53E+14;9,53E+14;7,62E+14;9,13E+14
ERVMER34-1;-5,39E+14;2,86E+14;9,53E+14;7,62E+14;9,13E+14
NUTF2;2,67E+13;7,48E+14;9,52E+14;7,62E+14;9,13E+14
LIMK2;2,53E+14;8,07E+13;9,52E+14;7,62E+14;9,13E+14
ZNF732;-1,46E+14;-2,75E+14;9,51E+14;7,62E+14;9,13E+14
LACC1;-4,00E+14;5,53E+13;9,51E+14;7,62E+14;9,13E+14
DTNA;-5,89E+14;3,30E+14;9,51E+14;7,62E+13;9,13E+14
WDR18;6,55E+14;3,17E+14;9,50E+14;7,62E+14;9,13E+14
ACOT11;5,69E+14;2,88E+14;9,50E+14;7,62E+14;9,13E+14
PRADC1;5,70E+14;2,73E+14;9,44E+14;7,63E+14;9,14E+14
CDKL1;9,41E+14;7,98E+14;9,41E+14;7,63E+14;9,14E+14
LINC00467;-5,75E+14;2,88E+14;9,41E+14;7,63E+13;9,14E+14
RBM26-AS1;8,97E+12;1,30E+14;9,38E+14;7,64E+14;9,15E+14
G6PD;3,10E+13;6,32E+13;9,36E+14;7,64E+13;9,15E+14
KCMF1;2,59E+14;6,46E+14;9,35E+14;7,64E+14;9,15E+14
WNT3;1,26E+14;2,31E+14;9,34E+14;7,64E+13;9,15E+13
ZNF747;-6,90E+13;1,73E+14;9,33E+14;7,64E+13;9,15E+14
PTGFRN;2,34E+14;9,24E+14;9,33E+14;7,64E+14;9,15E+14
GLI4;-6,96E+14;2,22E+14;9,32E+14;7,65E+14;9,15E+14
DNMT3A;-3,66E+14;4,13E+14;9,31E+14;7,65E+14;9,15E+14
MRPS16;2,79E+14;5,97E+14;9,31E+14;7,65E+14;9,15E+14
SYNJ2;-3,82E+14;4,29E+14;9,30E+14;7,65E+14;9,15E+14
CHP2;-2,66E+14;-1,30E+14;9,29E+14;7,65E+14;9,15E+14
PIGQ;-6,49E+14;3,55E+13;9,28E+14;7,65E+14;9,15E+14
CYP26B1;-5,09E+14;3,34E+14;9,27E+13;7,65E+13;9,15E+14
DENND1A;4,31E+14;3,98E+14;9,26E+14;7,65E+14;9,15E+14
TP53BP1;2,71E+14;6,94E+14;9,26E+14;7,65E+14;9,15E+14
BDP1;-3,36E+14;6,19E+14;9,26E+14;7,65E+14;9,15E+14
E2F7;-4,62E+14;3,76E+13;9,24E+14;7,66E+14;9,15E+14
MAML1;-3,12E+14;5,37E+13;9,23E+14;7,66E+14;9,15E+14
EID1;-3,31E+14;6,38E+14;9,17E+14;7,66E+13;9,16E+14
VPS16;-4,04E+14;4,11E+14;9,17E+14;7,66E+14;9,16E+14
SEC61A2;-4,41E+13;3,38E+14;9,16E+14;7,67E+13;9,16E+14
PER1;3,10E+14;6,33E+13;9,14E+14;7,67E+14;9,16E+14
KHDRBS1;2,38E+14;7,43E+14;9,13E+14;7,67E+14;9,16E+14
COL5A3;-2,09E+13;-9,37E+14;9,13E+14;7,67E+14;9,16E+14
RNF144B;3,67E+14;6,31E+14;9,13E+14;7,67E+14;9,16E+14
HDAC8;3,85E+14;5,44E+13;9,12E+14;7,67E+14;9,16E+14
IER3IP1;-4,72E+14;5,00E+14;9,11E+13;7,67E+14;9,16E+14
MRPL35;-3,21E+14;5,15E+14;9,11E+14;7,67E+14;9,16E+14
FITM2;-7,31E+14;1,44E+14;9,11E+14;7,67E+14;9,16E+14
BMPR1A;-4,24E+14;4,14E+14;9,10E+14;7,67E+14;9,16E+14
SLC4A2;3,75E+14;6,01E+14;9,08E+14;7,68E+14;9,16E+14
FZD4;-7,84E+14;1,61E+14;9,07E+14;7,68E+14;9,17E+14
AKAP13;-2,63E+14;7,05E+14;9,06E+14;7,68E+14;9,17E+14
TMEM178A;-1,86E+14;1,99E+14;9,05E+14;7,68E+14;9,17E+14
SLC35E3;-5,48E+14;3,14E+14;9,05E+14;7,68E+14;9,17E+14
NRIP1;-2,93E+14;6,37E+14;9,04E+14;7,68E+14;9,17E+14
CALML5;-2,75E+14;-1,44E+14;9,04E+14;7,68E+14;9,17E+14
RAB18;3,89E+13;6,33E+14;9,03E+14;7,68E+14;9,17E+14
TAF12;-3,08E+14;5,61E+14;9,01E+14;7,68E+14;9,17E+14
PTRH1;-5,45E+14;2,63E+14;9,01E+14;7,68E+14;9,17E+14
ASNA1;2,92E+14;6,00E+14;9,01E+14;7,68E+14;9,17E+14
ZNF667;6,69E+13;2,89E+13;8,98E+14;7,69E+14;9,17E+14
ZNF696;7,05E+14;1,99E+14;8,98E+14;7,69E+14;9,17E+14
MRPS14;-4,03E+14;4,38E+14;8,97E+14;7,69E+13;9,17E+14
UCKL1-AS1;-2,19E+14;-1,06E+14;8,96E+14;7,69E+14;9,17E+14
TRAM2;-2,80E+14;6,03E+14;8,96E+14;7,69E+14;9,17E+14
MYL5;7,82E+14;2,01E+14;8,94E+14;7,69E+14;9,17E+14
SLC16A1;2,61E+14;7,91E+14;8,93E+14;7,69E+12;9,17E+14
PALD1;1,49E+14;-4,49E+14;8,92E+14;7,69E+14;9,17E+14
MCM5;-4,41E+14;3,96E+13;8,92E+14;7,70E+14;9,17E+14
DGKH;4,35E+14;3,72E+14;8,91E+14;7,70E+13;9,17E+14
NDUFV2;-2,51E+14;6,48E+14;8,91E+14;7,70E+14;9,17E+14
C12orf45;-4,73E+14;3,09E+14;8,91E+14;7,70E+14;9,17E+14
ZNF765;-4,97E+14;3,32E+14;8,91E+14;7,70E+14;9,17E+14
CUL9;-2,67E+13;6,08E+14;8,90E+14;7,70E+14;9,17E+14
TAF1;-3,07E+14;5,99E+13;8,88E+14;7,70E+14;9,17E+14
ESPL1;5,54E+14;2,34E+14;8,87E+13;7,70E+14;9,17E+14
FAM66C;1,93E+14;-6,04E+14;8,87E+14;7,70E+13;9,17E+14
NUDT16;3,14E+14;5,70E+13;8,86E+14;7,70E+14;9,17E+14
FZD7;-7,85E+14;1,25E+14;8,84E+14;7,71E+14;9,17E+14
RAB12;-2,95E+14;6,54E+14;8,84E+14;7,71E+14;9,17E+14
FAM81A;1,32E+14;-1,06E+14;8,84E+13;7,71E+14;9,17E+14
BNIP3;2,72E+14;7,10E+14;8,83E+14;7,71E+14;9,17E+14
ZBTB22;4,12E+14;3,91E+14;8,83E+14;7,71E+13;9,17E+14
RPL10;2,56E+14;9,03E+14;8,83E+14;7,71E+14;9,17E+14
LATS2;-3,93E+14;4,72E+13;8,83E+14;7,71E+14;9,17E+14
C19orf25;4,20E+14;4,18E+14;8,81E+14;7,71E+14;9,18E+14
MYH16;4,70E+14;3,63E+14;8,80E+14;7,71E+14;9,18E+14
EFCAB2;-8,18E+14;1,17E+14;8,78E+14;7,71E+14;9,18E+13
MTG1;4,20E+14;4,03E+14;8,78E+14;7,71E+14;9,18E+13
HIST1H2BJ;7,83E+14;1,59E+14;8,78E+14;7,71E+14;9,18E+13
MRPL43;4,72E+14;5,31E+14;8,77E+14;7,71E+14;9,18E+14
KPNB1;2,58E+14;9,08E+14;8,74E+14;7,72E+14;9,18E+14
RRP15;4,47E+13;4,23E+14;8,73E+14;7,72E+14;9,18E+14
ZNF497;1,60E+14;-4,06E+14;8,72E+14;7,72E+14;9,18E+14
ACYP1;6,58E+14;2,36E+14;8,72E+14;7,72E+13;9,18E+14
ULK3;3,52E+14;4,19E+14;8,72E+14;7,72E+14;9,18E+14
CELF1;-2,45E+13;7,22E+14;8,67E+14;7,73E+14;9,18E+14
CYFIP2;-3,62E+14;4,41E+14;8,66E+14;7,73E+14;9,18E+14
POLR3F;-5,05E+14;3,23E+14;8,66E+14;7,73E+13;9,18E+14
ATP6V0E1;2,39E+14;8,23E+14;8,66E+13;7,73E+14;9,18E+14
BACH2;-8,03E+13;1,44E+14;8,66E+14;7,73E+14;9,18E+14
CNPPD1;3,21E+14;5,71E+14;8,66E+14;7,73E+14;9,18E+14
PLIN1;-1,74E+14;-5,45E+14;8,65E+14;7,73E+14;9,18E+14
CBL;-2,71E+14;5,95E+14;8,65E+14;7,73E+14;9,18E+14
COMMD7;-3,66E+14;4,87E+14;8,65E+14;7,73E+13;9,18E+14
MSI2;-3,82E+14;4,28E+14;8,63E+14;7,73E+14;9,18E+14
ITGB1;-2,41E+14;1,11E+14;8,63E+13;7,73E+14;9,18E+14
ZCCHC3;4,78E+14;3,52E+14;8,63E+14;7,73E+13;9,18E+14
PYCARD;-4,83E+14;3,76E+14;8,62E+14;7,73E+14;9,18E+14
ZNF354A;-4,84E+13;4,41E+14;8,61E+14;7,73E+14;9,18E+14
ACTN4;3,46E+13;1,01E+14;8,61E+14;7,73E+14;9,18E+14
PDIA6;-2,45E+14;8,53E+14;8,61E+14;7,73E+14;9,18E+14
CPA6;1,39E+14;-1,25E+14;8,60E+14;7,74E+14;9,18E+14
EGFR;-2,30E+14;8,77E+14;8,59E+13;7,74E+14;9,18E+14
ZEB1;-6,42E+14;2,13E+14;8,59E+14;7,74E+13;9,18E+14
ITM2A;-1,01E+14;9,14E+14;8,59E+14;7,74E+14;9,18E+14
RPLP1;4,53E+14;9,76E+14;8,58E+14;7,74E+14;9,19E+14
HNRNPA2B1;-2,50E+14;1,04E+14;8,57E+14;7,74E+14;9,19E+14
ZFHX3;-2,79E+14;5,48E+14;8,55E+14;7,74E+14;9,19E+14
INPP5A;3,92E+13;3,92E+14;8,53E+14;7,74E+14;9,19E+14
TASP1;4,84E+14;3,47E+14;8,52E+14;7,75E+14;9,19E+14
NICN1;-5,24E+14;3,18E+14;8,51E+14;7,75E+13;9,19E+14
OXCT2;2,06E+14;-5,50E+14;8,51E+14;7,75E+14;9,19E+14
SNX21;-6,64E+14;2,92E+14;8,51E+14;7,75E+14;9,19E+14
SSPO;-2,32E+14;-1,11E+14;8,49E+14;7,75E+14;9,19E+14
PPA2;-4,97E+11;5,11E+14;8,49E+14;7,75E+14;9,19E+14
SRF;3,10E+14;6,19E+14;8,49E+14;7,75E+14;9,19E+14
TOR3A;3,77E+14;5,63E+14;8,49E+14;7,75E+14;9,19E+14
LOC220729;-6,06E+14;2,26E+14;8,48E+14;7,75E+14;9,19E+14
PIGH;-6,21E+14;1,86E+14;8,48E+14;7,75E+14;9,19E+14
CCDC96;-7,27E+14;1,50E+14;8,47E+14;7,75E+14;9,19E+14
CD274;3,60E+13;4,18E+14;8,47E+14;7,75E+14;9,19E+14
ZBED4;2,76E+14;5,73E+14;8,45E+14;7,75E+14;9,19E+14
POLR2J4;-5,01E+13;3,06E+14;8,45E+14;7,75E+14;9,19E+14
TAB2;-2,43E+13;6,86E+14;8,44E+14;7,76E+14;9,19E+14
MGAT5;2,59E+14;6,22E+14;8,44E+14;7,76E+14;9,19E+14
HSPA9;2,45E+14;9,05E+14;8,43E+14;7,76E+14;9,19E+14
HIST1H4D;-2,16E+14;-9,02E+14;8,43E+14;7,76E+14;9,19E+14
ANGPT2;-3,59E+14;-1,57E+14;8,43E+13;7,76E+14;9,19E+14
HOOK2;-3,43E+14;5,24E+14;8,41E+14;7,76E+14;9,19E+14
MECR;-4,57E+14;3,97E+14;8,41E+14;7,76E+14;9,19E+14
SH2B2;-1,12E+14;5,46E+14;8,38E+14;7,76E+14;9,20E+14
XKR6;-1,33E+14;3,47E+12;8,37E+14;7,77E+14;9,20E+14
LIAS;-4,89E+14;3,63E+14;8,36E+14;7,77E+14;9,20E+14
TMEM125;-6,39E+14;2,56E+13;8,33E+14;7,77E+14;9,20E+14
CHID1;3,36E+14;5,21E+13;8,33E+14;7,77E+14;9,20E+14
CXXC4;-1,28E+14;2,38E+14;8,33E+14;7,77E+14;9,20E+14
TSACC;-1,02E+14;1,12E+14;8,32E+13;7,77E+14;9,20E+14
DNAJC22;-1,95E+14;-9,03E+14;8,32E+14;7,77E+14;9,20E+14
SFMBT1;-5,87E+13;2,41E+14;8,31E+14;7,77E+14;9,20E+13
PHACTR2;-3,66E+14;4,55E+14;8,29E+14;7,77E+14;9,20E+14
EIF2AK1;2,44E+14;7,32E+14;8,29E+14;7,78E+14;9,20E+14
FOXL2;1,38E+14;2,66E+14;8,29E+13;7,78E+14;9,20E+14
GTF2E1;-3,95E+14;4,86E+14;8,28E+14;7,78E+14;9,20E+14
PMVK;4,52E+14;3,60E+14;8,28E+13;7,78E+14;9,20E+14
C1orf122;-4,15E+14;3,97E+14;8,26E+14;7,78E+14;9,20E+14
ANK1;-1,13E+14;8,71E+14;8,26E+13;7,78E+14;9,20E+14
CHFR;-3,51E+14;5,14E+14;8,26E+13;7,78E+13;9,20E+14
SIRT4;1,21E+14;8,87E+14;8,25E+14;7,78E+14;9,20E+14
BCL9;-3,07E+14;5,28E+14;8,24E+14;7,78E+14;9,20E+14
TGM4;7,37E+14;1,76E+13;8,23E+14;7,78E+14;9,20E+14
UBOX5;5,12E+14;2,45E+14;8,22E+14;7,78E+14;9,20E+14
LRRC37A2;4,79E+14;3,32E+14;8,22E+14;7,78E+14;9,20E+14
FBXW8;4,12E+14;3,87E+14;8,22E+14;7,79E+14;9,20E+14
SEC62;2,76E+14;7,96E+14;8,21E+13;7,79E+14;9,20E+14
TROAP;5,99E+14;1,93E+14;8,20E+14;7,79E+14;9,20E+14
LRPPRC;-3,35E+13;6,46E+14;8,20E+14;7,79E+14;9,20E+14
DDHD2;-2,69E+14;6,06E+14;8,19E+14;7,79E+14;9,20E+14
CYHR1;4,37E+14;4,50E+14;8,19E+13;7,79E+13;9,20E+14
C2orf42;-3,71E+14;3,87E+14;8,18E+14;7,79E+14;9,20E+14
HIST1H2BC;-5,12E+14;3,66E+14;8,17E+14;7,79E+14;9,20E+14
LINC00511;1,54E+14;-3,11E+14;8,17E+14;7,79E+14;9,20E+14
TG;-7,71E+14;1,29E+14;8,17E+14;7,79E+14;9,20E+14
SNORD24;1,40E+14;-2,51E+13;8,17E+14;7,79E+14;9,20E+14
QTRT1;6,46E+14;3,07E+14;8,16E+13;7,79E+14;9,20E+14
STAG3L4;-4,83E+14;3,56E+14;8,15E+14;7,79E+14;9,20E+14
PRR7;-1,22E+14;1,23E+14;8,15E+14;7,79E+14;9,20E+14
TSSK6;1,52E+14;-6,12E+14;8,15E+14;7,79E+14;9,20E+14
EIF2AK4;-2,59E+14;6,69E+14;8,14E+14;7,79E+13;9,20E+14
ANKRD54;-3,84E+14;4,10E+14;8,13E+14;7,80E+14;9,20E+14
CD177;-1,38E+14;2,22E+14;8,11E+14;7,80E+14;9,20E+14
ALDH1B1;-2,73E+14;5,70E+14;8,10E+14;7,80E+14;9,21E+14
STPG1;-3,18E+14;4,91E+14;8,10E+14;7,80E+14;9,21E+14
MYH3;1,10E+14;1,03E+14;8,09E+14;7,80E+14;9,21E+14
OCRL;2,79E+14;6,59E+14;8,09E+13;7,80E+14;9,21E+14
STK35;-2,48E+14;5,99E+14;8,07E+14;7,80E+14;9,21E+14
TEX10;-4,27E+14;4,50E+14;8,07E+14;7,80E+14;9,21E+14
KRT10;-4,89E+14;3,22E+14;8,06E+14;7,81E+14;9,21E+14
SRGN;-1,36E+14;-9,76E+14;8,06E+14;7,81E+14;9,21E+14
PLXNA4;-1,91E+14;-9,33E+14;8,04E+14;7,81E+14;9,21E+14
RNF44;3,06E+14;6,67E+14;8,04E+14;7,81E+14;9,21E+14
PGM5P2;-1,31E+13;-2,38E+13;8,02E+14;7,81E+14;9,21E+14
KIF3A;-3,06E+13;6,06E+14;8,01E+14;7,81E+14;9,21E+14
NOL6;2,79E+14;5,97E+14;8,00E+14;7,81E+14;9,21E+14
ADARB1;3,77E+14;4,06E+14;8,00E+14;7,81E+14;9,21E+14
GTPBP6;-7,40E+14;3,02E+13;8,00E+13;7,81E+14;9,21E+14
ZNF815P;8,50E+14;1,02E+13;7,97E+14;7,82E+14;9,21E+14
TNRC6A;-2,49E+14;6,62E+14;7,96E+13;7,82E+14;9,21E+14
HOXB2;6,93E+14;1,96E+14;7,95E+14;7,82E+14;9,21E+14
NAIP;-1,48E+14;1,77E+14;7,95E+14;7,82E+14;9,21E+14
COX11;5,57E+14;3,28E+14;7,95E+14;7,82E+14;9,21E+14
TIFA;-6,22E+14;2,62E+14;7,95E+14;7,82E+14;9,21E+14
ISM1;-9,92E+12;5,41E+14;7,94E+14;7,82E+13;9,21E+14
MAZ;2,43E+14;7,42E+14;7,94E+14;7,82E+14;9,21E+14
MTFP1;-6,68E+13;3,17E+14;7,93E+14;7,82E+14;9,21E+14
GLYR1;-2,32E+14;7,19E+14;7,93E+13;7,82E+14;9,21E+13
EML5;-1,09E+14;4,18E+14;7,92E+14;7,82E+14;9,21E+13
LINC00857;-4,98E+14;2,52E+14;7,89E+14;7,83E+14;9,22E+13
RBM15B;2,77E+14;6,43E+13;7,88E+13;7,83E+14;9,22E+13
COX6B2;8,65E+14;9,48E+14;7,88E+14;7,83E+14;9,22E+13
PRG4;2,26E+14;-6,04E+13;7,88E+14;7,83E+14;9,22E+13
DCP1B;-3,80E+14;4,16E+14;7,88E+14;7,83E+14;9,22E+13
PITHD1;-3,22E+14;4,88E+14;7,87E+14;7,83E+14;9,22E+13
WDTC1;2,82E+14;5,98E+14;7,87E+14;7,83E+14;9,22E+13
ADCK5;5,50E+14;2,59E+14;7,87E+14;7,83E+14;9,22E+13
RBM24;4,87E+14;2,73E+14;7,84E+14;7,83E+14;9,22E+14
XRCC4;5,32E+14;3,03E+14;7,84E+14;7,84E+13;9,22E+14
THYN1;3,53E+14;5,19E+14;7,83E+14;7,84E+14;9,22E+14
AK7;1,82E+14;-6,91E+14;7,82E+14;7,84E+14;9,22E+14
EHD2;-2,85E+14;9,02E+14;7,82E+14;7,84E+14;9,22E+14
FAM53A;2,76E+14;-1,58E+14;7,81E+14;7,84E+14;9,22E+14
P2RX5-TAX1BP3;1,64E+14;6,01E+14;7,81E+14;7,84E+14;9,22E+14
LRRC8C;3,57E+14;4,57E+14;7,81E+14;7,84E+14;9,22E+14
SNRPE;3,89E+14;4,00E+14;7,81E+13;7,84E+14;9,22E+14
MCPH1;-3,87E+14;4,78E+14;7,80E+14;7,84E+14;9,22E+14
HRH1;4,19E+14;3,23E+14;7,79E+14;7,84E+14;9,22E+14
OSBPL10;2,92E+14;4,82E+14;7,78E+14;7,84E+14;9,22E+14
HLA-L;7,72E+14;1,26E+14;7,77E+14;7,84E+14;9,22E+14
ZNF576;4,28E+13;3,30E+14;7,77E+14;7,84E+14;9,22E+14
COG5;2,94E+14;6,21E+14;7,76E+14;7,85E+14;9,22E+14
SSR4;3,48E+14;6,27E+13;7,76E+13;7,85E+14;9,22E+14
CACFD1;8,47E+14;2,10E+14;7,76E+14;7,85E+13;9,22E+14
SAFB2;2,39E+14;6,20E+14;7,75E+14;7,85E+14;9,22E+14
SNHG6;-6,22E+14;3,64E+14;7,73E+14;7,85E+14;9,22E+14
MUSTN1;-2,84E+14;-1,48E+14;7,72E+14;7,85E+14;9,22E+14
TREML1;-1,72E+14;-8,60E+14;7,72E+14;7,85E+14;9,22E+14
EBF4;2,24E+14;-1,35E+14;7,72E+14;7,85E+14;9,22E+14
PEG3;9,79E+14;1,03E+14;7,72E+14;7,85E+14;9,22E+14
MMP24;-2,02E+14;-8,75E+14;7,72E+14;7,85E+14;9,22E+14
CUX1;2,30E+14;6,68E+14;7,71E+13;7,85E+14;9,22E+14
SNRNP35;3,75E+14;4,91E+14;7,70E+14;7,85E+14;9,22E+13
RABL2B;-4,01E+14;3,55E+14;7,69E+13;7,85E+13;9,22E+14
FBXO7;2,53E+14;6,50E+14;7,67E+14;7,86E+14;9,22E+14
CD3EAP;3,21E+14;4,77E+14;7,67E+14;7,86E+13;9,22E+14
RPS6KA4;3,30E+14;5,63E+14;7,67E+14;7,86E+14;9,22E+14
XPO7;-2,66E+13;6,50E+13;7,66E+14;7,86E+14;9,22E+14
CSNK1G3;-3,36E+14;4,92E+14;7,66E+14;7,86E+14;9,22E+14
PKD1;-5,77E+14;4,88E+14;7,65E+14;7,86E+14;9,22E+14
NPM1;2,38E+13;9,68E+14;7,65E+14;7,86E+14;9,22E+14
CDK5RAP3;2,87E+14;6,18E+14;7,65E+14;7,86E+14;9,22E+14
ARMCX5;-4,32E+14;3,96E+14;7,64E+14;7,86E+14;9,22E+14
CHD2;2,41E+14;8,67E+14;7,63E+14;7,86E+14;9,22E+14
WASH7P;1,00E+14;1,12E+14;7,59E+14;7,87E+14;9,23E+14
TADA2A;3,77E+14;3,76E+14;7,55E+14;7,87E+14;9,23E+14
DET1;-7,85E+14;1,29E+14;7,55E+14;7,87E+14;9,23E+14
C2orf68;-3,68E+14;3,74E+14;7,54E+13;7,88E+14;9,23E+14
SLC25A6;3,54E+14;9,11E+13;7,54E+14;7,88E+14;9,23E+14
COQ9;2,63E+14;5,72E+13;7,54E+14;7,88E+14;9,23E+14
SLC26A11;6,05E+14;2,37E+14;7,53E+14;7,88E+13;9,23E+14
ABHD15;4,18E+13;3,76E+14;7,53E+14;7,88E+14;9,23E+14
ADK;-2,85E+14;5,43E+14;7,50E+14;7,88E+14;9,23E+14
ZNF691;-4,37E+14;3,07E+14;7,50E+14;7,88E+14;9,23E+14
RWDD3;9,68E+14;1,30E+14;7,50E+14;7,88E+14;9,23E+14
ECT2;-4,17E+14;5,15E+12;7,49E+14;7,88E+14;9,23E+14
YIPF5;2,50E+14;5,94E+14;7,49E+14;7,88E+14;9,23E+14
ZNF609;2,20E+14;7,43E+14;7,49E+14;7,88E+14;9,23E+14
TMEM140;6,25E+14;1,76E+14;7,47E+14;7,89E+14;9,24E+14
LCE1C;-1,33E+14;-3,02E+13;7,46E+12;7,89E+14;9,24E+14
TSPAN3;2,40E+14;7,44E+14;7,45E+14;7,89E+14;9,24E+14
APOC1;1,50E+14;1,19E+14;7,44E+14;7,89E+14;9,24E+14
ARMCX2;-2,81E+14;5,72E+14;7,43E+14;7,89E+14;9,24E+14
