"","logFC","logCPM","F","PValue","FDR"
"206734_at",0.764693812338601,4.26001313787545,4.2228949827648,0.0451505707024849,0.14192272068888
"207582_at",-1.02285669269192,2.56555384226532,4.22194652808072,0.045173756511305,0.141975573531934
"209710_at",-0.69180506984744,4.32964293885997,4.2216243781906,0.0451816346938835,0.141980308261713
"211718_at",-1.05543487207227,2.3941874594459,4.21829206577826,0.0452632141770861,0.142206527523345
"210378_s_at",0.691991423997983,4.05006866120594,4.21816259937064,0.0452663869193146,0.142206527523345
"AFFX-r2-Hs18SrRNA-M_x_at",-1.28952727060739,4.82216146095405,4.21770308651446,0.0452776498303861,0.142221859482731
"202518_at",0.840535845748876,3.86380387285282,4.21638306121185,0.0453100213257486,0.142299206419969
"208175_s_at",-1.09205735664629,0.926129694595459,4.21617826233489,0.0453150459433693,0.142299206419969
"219818_s_at",1.00491184287817,3.08965948898304,4.21583763586457,0.0453234043515732,0.142305399347063
"215507_x_at",-0.748818080744113,3.237097775956,4.21523488961735,0.0453381988524833,0.142327677414904
"221697_at",-0.833286761550552,2.28261313730297,4.21502815753236,0.0453432743332767,0.142327677414904
"219956_at",-0.574911653931155,3.98084517157673,4.21420032056708,0.0453636047560668,0.142371437292878
"209963_s_at",-0.758461698264694,3.47834667080945,4.21382071387541,0.0453729306366129,0.142380652496218
"204599_s_at",-0.558898492789454,4.65507563586625,4.21325323997596,0.0453868757801787,0.14240435835113
"207876_s_at",0.630627180568376,5.68205436265309,4.21278867166936,0.0453982955842571,0.142420135225116
"213006_at",0.642662966209589,4.1646831320369,4.21198634769605,0.0454180253015388,0.142461973225533
"208705_s_at",0.714146335446177,6.4473028597009,4.21116045931204,0.0454383442244663,0.142505647340434
"212796_s_at",0.53316452995147,6.08204098984879,4.20996967826529,0.0454676578253212,0.142565583190534
"207443_at",-0.845597938820722,1.54723896747216,4.20986438418259,0.0454702508520004,0.142565583190534
"214441_at",0.612316671343996,3.85381221522424,4.20952333661738,0.0454786507703417,0.142571859189016
"200836_s_at",0.903977051923652,4.48132329488229,4.2084792044152,0.0455043779860176,0.142632445444146
"200701_at",0.539067902217279,8.16870809899495,4.20820379605919,0.0455111666325059,0.142633660488344
"204792_s_at",1.14930006318544,2.54261205286822,4.20657839817218,0.0455512541300421,0.142727264150088
"217930_s_at",0.776385617070159,3.92351147439245,4.20647344800124,0.045553843855649,0.142727264150088
"219479_at",1.11215011506231,4.1750404602932,4.20539728727013,0.0455804081849948,0.142732284895574
"220135_s_at",-0.501388493109913,4.92856099979687,4.20537801958152,0.0455808839488842,0.142732284895574
"203593_at",0.645147637784966,5.32553626607439,4.20524065698692,0.0455842759062305,0.142732284895574
"204531_s_at",0.908708823955313,3.11318126837723,4.20477886184942,0.0455956812377346,0.142732284895574
"211886_s_at",-0.518713921875568,4.27710829189605,4.20450825449671,0.0456023660906768,0.142732284895574
"216597_at",-0.902272789913626,2.65619451176312,4.20449346403184,0.0456027314924119,0.142732284895574
"209789_at",1.16108140349969,4.08200785581933,4.20424467013155,0.0456088784785777,0.142732284895574
"218160_at",0.76901008363822,6.00132123260579,4.20402954405079,0.045614194355677,0.142732284895574
"206000_at",-0.919954718391159,2.04569954292191,4.20370306341302,0.045622263149118,0.142732284895574
"201431_s_at",1.10158938526319,6.84625774438746,4.2035220954024,0.0456267363449381,0.142732284895574
"218341_at",0.723325501806125,5.63031300339907,4.20315331588864,0.0456358533717278,0.142732284895574
"207533_at",-0.589361880084385,0.711954751017391,4.2030784316766,0.0456377049133455,0.142732284895574
"207323_s_at",-0.686572669720529,3.75174402048798,4.20303750185718,0.0456387169537747,0.142732284895574
"205147_x_at",-0.730979563937522,4.39921131336029,4.20266644237089,0.0456478929725313,0.14274094851346
"220970_s_at",-0.844979338372268,1.55967372940152,4.20023036878323,0.0457081850741444,0.142909427249496
"220763_at",-0.753995933246697,1.45448569827652,4.1982180056304,0.0457580557999282,0.143030971773396
"212188_at",1.00847536168237,4.56500255904014,4.19809975750073,0.0457609880857142,0.143030971773396
"201682_at",0.673449666480465,6.25060638018251,4.19788490685883,0.0457663164180907,0.143030971773396
"201705_at",0.412124316765388,6.05333028765942,4.19752063111925,0.0457753520604283,0.143039148781731
"218369_s_at",-1.15340692966717,1.66564083869284,4.19716055603277,0.045784285415127,0.143047003912686
"213914_s_at",-0.730010274255713,3.49062355397609,4.19573724746385,0.0458196158411555,0.143137319471256
"210176_at",-0.528360007728191,3.93054804114382,4.19522240723848,0.0458324028919069,0.143157195632235
"219326_s_at",0.889959417179913,4.50910077799135,4.1939192969244,0.0458647855022841,0.143237375880914
"221024_s_at",0.910502739083861,5.03401370017988,4.19339543296913,0.0458778106630943,0.143237375880914
"214604_at",-0.874380464913781,2.86685137024146,4.19338790478164,0.0458779978705062,0.143237375880914
"65521_at",-0.317926506720127,5.70084596007424,4.19315518871183,0.0458837853537659,0.143237375880914
"204658_at",0.584123816400954,6.42498755655813,4.19255693242453,0.0458986672080202,0.143263762627303
"206318_at",-0.576926700288425,3.5723360393711,4.19184829236467,0.0459163016945759,0.143298732585467
"200063_s_at",0.488162249579273,9.44353160129725,4.19136047427001,0.0459284453163291,0.143316558883036
"201071_x_at",0.572473587848331,8.25877797353746,4.1903083303361,0.0459546490206476,0.143378247567501
"204628_s_at",-0.62863065899846,3.49136919599792,4.18991917922715,0.045964344970858,0.143388422089546
"211254_x_at",-0.504773828342679,5.06742190709807,4.18870641938148,0.0459945759405391,0.143462644972429
"202331_at",0.745483997979236,4.23691573970485,4.18816694330774,0.0460080306358533,0.143484527174068
"204011_at",-0.972667820678013,4.80617842207649,4.18710652930485,0.0460344901616893,0.143546955537773
"38043_at",0.96019939653828,2.76492196444698,4.186814383986,0.046041782700937,0.143549607377218
"203997_at",0.831288790557911,5.11126222567639,4.18592040860223,0.0460641059468334,0.143587160121575
"216518_at",-1.00425890944911,2.51180093546277,4.18581595977573,0.0460667148817098,0.143587160121575
"214540_at",1.36622379470674,1.05814021730252,4.18392396167219,0.0461140012704496,0.143714446197123
"207341_at",-0.889225030381527,3.14054755039425,4.18157672988891,0.0461727386487888,0.14387737873178
"221660_at",-0.86666140041061,4.42368620131236,4.17841221471716,0.0462520567028234,0.144104387515243
"209062_x_at",-0.613794428075505,2.61624118126322,4.17743250018767,0.0462766431322339,0.144160833065227
"211515_s_at",-0.496171677190865,4.25632633898847,4.17691128225503,0.0462897291537163,0.144181441813288
"220300_at",-0.948274784683042,2.75392270372492,4.17566916695262,0.0463209307069745,0.1442584624659
"202666_s_at",0.509798323363475,4.6309623852815,4.17537784125293,0.0463282520313332,0.144261101175824
"209046_s_at",0.556131515931063,6.95808102244804,4.17511231139403,0.0463349261756749,0.144261724182278
"206773_at",-0.692479229566893,3.04213728537366,4.17418576995403,0.0463582231699961,0.144314094285698
"203741_s_at",0.689745582927794,5.22043017375506,4.17273182574679,0.0463948068984185,0.144407805855212
"203920_at",-0.573694896509527,4.34193420812141,4.17093594305409,0.0464400377586344,0.144528402426767
"211005_at",-0.760206007418865,3.63142589914252,4.16962344954795,0.0464731243929796,0.144585078017258
"219630_at",1.11861805692049,5.56936049588992,4.16959317120759,0.0464738879819837,0.144585078017258
"200814_at",0.618257156253387,6.76743685361219,4.16944144480976,0.0464777145733348,0.144585078017258
"216049_at",-0.450959902349823,3.82030301627553,4.16845474687235,0.0465026077975731,0.144642324058253
"210623_at",-0.950245586891162,2.63233320547706,4.16800737897286,0.0465138991418402,0.144652083965962
"202371_at",0.784334775656351,6.38253683669509,4.16768244234296,0.0465221022520391,0.144652083965962
"203859_s_at",0.531601788605265,5.02176348662626,4.16755894520211,0.046525220382536,0.144652083965962
"214762_at",-0.587173735484838,3.70868090902319,4.16583050483541,0.0465688849658073,0.144767642814325
"217566_s_at",0.955587474178826,2.70872363562703,4.16555115802981,0.0465759461270182,0.144769397063516
"207915_at",-0.599307289060609,3.8943882931646,4.16422630262783,0.046609450899761,0.144853332552214
"222209_s_at",-0.517424969556804,4.85497544260458,4.16314528071832,0.0466368087080872,0.144901374315936
"217742_s_at",0.51266515000545,6.90407907617485,4.1630007905313,0.0466404666968221,0.144901374315936
"203237_s_at",-0.629036218599723,2.12329527995253,4.16282631842162,0.0466448841396911,0.144901374315936
"204188_s_at",-0.89832756909372,3.56318088497142,4.16258793816057,0.0466509204031112,0.144901374315936
"219820_at",-0.675825074097286,3.85731591478081,4.16159561963562,0.0466760570234546,0.144959244411657
"213935_at",-0.616105736123707,3.67051175772722,4.16047420820121,0.0467044814659389,0.145027307762753
"201698_s_at",0.618596039627449,6.81335189904781,4.15987824062901,0.0467195951363602,0.145036182341679
"219742_at",-1.00904872177935,2.23408776403421,4.15984820089359,0.0467203570815678,0.145036182341679
"213279_at",0.454057718636034,4.68581867925595,4.15882828857188,0.046746234753792,0.1450651663425
"209444_at",0.697532024376764,5.03952821692159,4.15872193666197,0.0467489340601363,0.1450651663425
"206467_x_at",0.474724624387817,4.32419796127851,4.15871051154175,0.0467492240499705,0.1450651663425
"201690_s_at",0.788138928474605,6.03104449321649,4.15723486444675,0.046786695055238,0.145140921270843
"210642_at",-0.759792047217547,2.26934109054018,4.15715326614665,0.0467887680288558,0.145140921270843
"201045_s_at",-0.825617686768304,1.18878705012106,4.15697970218347,0.0467931776874631,0.145140921270843
"219957_at",0.722994780017327,3.96548054183926,4.15485791923073,0.0468471214182738,0.145288017614947
"208531_at",-0.948943287681835,2.14000405779718,4.15401930165895,0.046868460902678,0.145333970817475
"218559_s_at",1.1169278616091,6.73746445476439,4.15263996304372,0.0469035826055727,0.145422642437731
"211178_s_at",0.94409848675019,3.47333131417649,4.15227602566593,0.0469128542144163,0.145431153375047
"215711_s_at",0.585895423196128,4.85264496081477,4.15122587452055,0.0469396188780803,0.145493883357945
"216319_at",-1.16835715801722,2.26705644060906,4.15092178155059,0.0469473722427641,0.145497676729557
"219329_s_at",0.621487180328402,7.177744790728,4.15002324964933,0.04697028998009,0.145548459411256
"208430_s_at",-0.57816970695064,4.01289230816239,4.14976603711747,0.0469768526225288,0.145548554920441
"221727_at",0.77295133893241,5.32806474125767,4.14892324276643,0.0469983630714709,0.145550039531284
"219233_s_at",0.944607567154996,3.90204646830448,4.148569136081,0.0470074040546833,0.145550039531284
"213883_s_at",0.803828513765042,6.65083343437725,4.14854644083898,0.0470079835697568,0.145550039531284
"213561_at",-0.436828573417487,5.01167678524811,4.1485458157467,0.0470079995313797,0.145550039531284
"212954_at",1.18155449325639,4.00645621932738,4.14841044578805,0.0470114563187897,0.145550039531284
"217762_s_at",0.974532364621696,6.78076165144885,4.14751757227579,0.0470342635388906,0.145550039531284
"207713_s_at",0.861482766196821,4.2898048560256,4.14726772453613,0.0470406477107891,0.145550039531284
"202770_s_at",0.583597980806267,4.96391663158555,4.14714149710319,0.0470438734643895,0.145550039531284
"204914_s_at",1.57777919821666,2.95953341152428,4.14712169762609,0.0470443794636862,0.145550039531284
"219222_at",0.703481777853672,4.61493165221476,4.14705166841432,0.0470461691914122,0.145550039531284
"215336_at",-0.560998426499956,3.78411637516264,4.14671886190194,0.0470546756986468,0.145550039531284
"221268_s_at",0.587109756141962,4.35058326590705,4.14667822707207,0.0470557144362686,0.145550039531284
"201465_s_at",1.69003692956468,2.95025463438876,4.14318626761479,0.0471450718052516,0.145775024472863
"212770_at",0.840715519916109,4.35344447243771,4.14307482286937,0.0471479266567146,0.145775024472863
"48117_at",-0.431409001738296,4.52416934429327,4.14304366981271,0.0471487247302359,0.145775024472863
"210008_s_at",1.29067456389368,2.51821366177134,4.14281360072924,0.0471546190549026,0.145775024472863
"203929_s_at",-0.860041549189362,3.12896372489848,4.14223313158147,0.0471694941260004,0.145800782023813
"209761_s_at",0.609633394457942,4.87496898412515,4.13921538350468,0.0472469091374871,0.146019816409241
"218817_at",0.63477855235292,4.43698438312407,4.13737784559106,0.0472941156882052,0.14614544166971
"204759_at",0.692227942340088,5.79378675456449,4.13614119761452,0.0473259142190408,0.146223425754699
"209614_at",-1.33630308111068,3.78397751058436,4.13565270493991,0.0473384814818957,0.146241977382654
"220027_s_at",-0.69997026646639,4.23603437240333,4.1348798133642,0.047358372788929,0.146265936637262
"202300_at",0.587149784972558,6.41112955969015,4.13484126508558,0.0473593651141161,0.146265936637262
"201078_at",0.55135024831985,7.03657430142844,4.13447426811661,0.0473688136305657,0.146274843975872
"208169_s_at",-0.484627924344882,3.74768691746077,4.13348570421682,0.0473942749037846,0.146333189369687
"208096_s_at",-0.685645436230812,4.24394311469275,4.13269068710454,0.0474147620319393,0.14637616269849
"207087_x_at",-0.68521526430064,3.13977295138191,4.13193918276837,0.04743413672715,0.14641569035754
"210452_x_at",-0.626184182692312,2.08033568154659,4.13110466106839,0.047455661813028,0.146429607283265
"215267_s_at",-0.916033235074874,2.81988917783297,4.13105394897856,0.0474569701889866,0.146429607283265
"218919_at",1.08081932350224,4.79753017705673,4.1308785445051,0.0474614959412746,0.146429607283265
"219903_s_at",-0.968877718885126,2.13571002006984,4.13074543124445,0.04746493081753,0.146429607283265
"207742_s_at",-0.775336769842857,3.54643721859049,4.130229906539,0.0474782360553619,0.146443937449299
"221780_s_at",0.953430515300495,4.16421481831174,4.13005621000947,0.0474827199242106,0.146443937449299
"212904_at",0.635717730320011,5.93068972504439,4.12962105470392,0.0474939552149705,0.14644889197322
"37005_at",0.638178465753246,6.80925541430779,4.12948491442177,0.0474974708203771,0.14644889197322
"214079_at",-0.586035165759476,3.04387568385004,4.12863332862309,0.0475194680950298,0.146496445429102
"220688_s_at",0.720801524004259,3.91532735678599,4.12788414703098,0.0475388293440641,0.146532672491011
"217849_s_at",1.33030705215576,3.1199787703203,4.12744352545219,0.0475502204269063,0.146532672491011
"207881_at",-0.717265377584007,2.66259039511162,4.12662423492912,0.0475714088765525,0.146532672491011
"204683_at",-0.586412410412805,4.31894040827543,4.12653806529912,0.047573637988604,0.146532672491011
"212716_s_at",0.670334408287641,6.6775802782432,4.12645473120194,0.0475757938567825,0.146532672491011
"200657_at",0.529265056349362,7.16743720538489,4.12642866534044,0.04757646820718,0.146532672491011
"200954_at",0.792551705210745,5.15707039825436,4.12639840583022,0.0475772510645991,0.146532672491011
"203963_at",1.58627888824953,5.55899576160763,4.12595421455736,0.0475887445515951,0.14654781576053
"209896_s_at",1.01065225468369,4.4979202698078,4.12489401223481,0.047616189599766,0.146612070312503
"209280_at",0.781488212952511,4.24595781448893,4.12242104393617,0.0476802733919276,0.146772977472387
"206626_x_at",-0.922466827387961,3.27276401867917,4.1223690390257,0.0476816220402375,0.146772977472387
"219331_s_at",-0.944191758405492,2.87492883330155,4.12190932353499,0.0476935456929127,0.14678940313193
"211112_at",-0.930468397793345,3.32837689929152,4.1216093043264,0.0477013290500577,0.146793083168407
"212140_at",0.522401103568332,6.13306366666903,4.12081809929019,0.0477218618088696,0.146822453881171
"218539_at",0.403695441771592,6.06745622890918,4.12073375463595,0.0477240512256574,0.146822453881171
"206281_at",0.5209133545517,5.09752565424859,4.1198695523803,0.0477464904736772,0.146871210274013
"220942_x_at",0.636368231029275,6.74641404101753,4.11923623337276,0.047762942070771,0.146891263312057
"212535_at",0.55367542228614,6.52405341226507,4.11911108754927,0.0477661936884245,0.146891263312057
"200743_s_at",0.349291226557752,6.76209171616472,4.11750721976094,0.0478078877432697,0.146999194505765
"205260_s_at",0.861871977560642,3.85941173049185,4.1172277123008,0.0478151578580061,0.147001264148724
"216060_s_at",0.979071981266604,6.00535108082985,4.11691902041391,0.047823188472087,0.147005670950961
"202682_s_at",0.407685429160595,5.78463701800307,4.11580289111583,0.0478522368164466,0.147074674893914
"206245_s_at",0.631824903371287,6.41412290864162,4.11492292301644,0.0478751523855275,0.147124813212896
"207407_x_at",-0.86465900466098,3.18647722326319,4.11431589047953,0.0478909673068103,0.147147241106338
"210336_x_at",0.932585723170327,3.60947321733567,4.11413589995269,0.047895657664779,0.147147241106338
"219316_s_at",0.787061494369884,4.25005500815468,4.11372186762497,0.0479064487976126,0.147160104570885
"208751_at",0.995220970422367,3.85058851869549,4.11325952281608,0.0479185022527293,0.14716118146994
"214583_at",0.81855909110625,3.21599767941833,4.11320178396283,0.0479200077523622,0.14716118146994
"209162_s_at",1.1669137611834,3.74688352527959,4.11229606235117,0.0479436305446658,0.147213437980817
"220554_at",-0.917935842808633,3.10734172367832,4.11134916390273,0.0479683408632952,0.147269018938662
"219557_s_at",-0.344265179782536,4.66263048023577,4.11049383546414,0.0479906734906067,0.147305050987683
"219044_at",0.806810182387771,3.94865052828154,4.11039332791936,0.0479932984863159,0.147305050987683
"219988_s_at",-0.63150198105474,4.54449813629263,4.10624544179464,0.0481017670193786,0.147617638685142
"213016_at",0.60492772421917,4.6527495684743,4.10513937034905,0.0481307362155624,0.147686201472236
"208581_x_at",0.867909078096885,9.27324536593623,4.10428918776363,0.0481530163269742,0.147734223160397
"209275_s_at",-0.439894302005737,5.00044729028296,4.10373579929431,0.0481675246091445,0.147758390812991
"217406_at",-0.469164718359296,4.3268826729831,4.10331982609296,0.0481784333862654,0.147771511513579
"219282_s_at",-0.481668439995607,4.03932429977846,4.10280603084794,0.0481919112335718,0.14779250729668
"209358_at",0.465527476104571,5.3718809167385,4.10158439635551,0.0482239735755604,0.147870483443541
"217771_at",1.25380977561185,5.05540955299606,4.10074300258555,0.0482460698443421,0.147908900169929
"211795_s_at",0.867685800086395,4.15065778720319,4.1006018559414,0.0482497776482167,0.147908900169929
"200938_s_at",1.13475359472586,1.45195718079165,4.09988977953586,0.0482684880318962,0.147945903550859
"200718_s_at",0.456016309247689,9.27858218405972,4.09960986248999,0.0482758452429649,0.147948103362534
"201182_s_at",0.897759727369921,3.55873877099974,4.09864420106099,0.0483012356231841,0.148005560147334
"214463_x_at",0.956279600897195,2.6279417752622,4.09667457179815,0.0483530686954647,0.148124684691718
"217014_s_at",-0.540096572613626,4.54548576548137,4.09666174395958,0.0483534064734352,0.148124684691718
"222322_at",-1.07433282119633,1.20597132354982,4.09606416581184,0.0483691445331182,0.148152528884051
"219311_at",1.17330473904098,2.02039680342321,4.09494013602878,0.0483987625596363,0.148222873298018
"212589_at",0.720435012971144,6.23446457396259,4.09208877488422,0.0484739842021428,0.148425375137032
"209524_at",0.828886838508324,4.90407971952635,4.09192885867822,0.0484782067157619,0.148425375137032
"214428_x_at",1.3451541233142,7.82242800121754,4.09159122426779,0.04848712311293,0.148432279753458
"201945_at",-0.432241370006755,4.41696068029755,4.0905403972224,0.0485148852500203,0.148496866487116
"207739_s_at",-0.712468716344404,2.70920175098853,4.08870087484481,0.0485635258891381,0.148605182456597
"211866_x_at",0.854091161658843,4.12045893622482,4.08869766675753,0.0485636107637635,0.148605182456597
"220062_s_at",-0.832944323914554,3.37415289950157,4.08789388353735,0.0485848811148935,0.148649787318182
"209257_s_at",0.844260139687657,3.96585902479742,4.08764272874961,0.0485915294540966,0.148649787318182
"217956_s_at",0.486467344887236,5.39255991532309,4.08692865875523,0.0486104370766045,0.14867172893828
"220965_s_at",-0.816491308633877,3.68060778584624,4.08686791645856,0.0486120458216716,0.14867172893828
"211198_s_at",-0.936260203703538,2.06422447457246,4.08659589192331,0.0486192510375322,0.148673359526462
"203030_s_at",-0.587187292750483,0.621688039622075,5.53899135148023,0.0486335087074775,0.148696552487475
"205573_s_at",0.589803015238524,5.47803941808292,4.0845475599091,0.0486735433633802,0.148779932617788
"209500_x_at",0.461097614240017,5.45079681393744,4.08444089001815,0.0486763725250374,0.148779932617788
"212734_x_at",0.586695870196346,10.4288322337869,4.08427359522562,0.0486808099769462,0.148779932617788
"202616_s_at",0.987581269365926,3.18950575633038,4.08245520744525,0.0487290706974174,0.14888372266796
"219485_s_at",0.535056375889423,5.78002115831208,4.08245062922153,0.0487291922710394,0.14888372266796
"211540_s_at",-0.917556299805983,2.72975804498082,4.08189234100538,0.0487440199574172,0.14888372266796
"218043_s_at",0.552117312118493,3.95653063047694,4.08185613565727,0.0487449817121227,0.14888372266796
"216341_s_at",-0.518399730772582,4.15503977470138,4.08173583322152,0.0487481775607159,0.14888372266796
"206258_at",-0.83465560964,1.59157420140151,4.08133281193729,0.0487588855332078,0.148896018409822
"206765_at",-0.476731378439371,4.52196069457165,4.0798795528476,0.0487975188256252,0.148993575224912
"212081_x_at",0.61075875629838,4.25732707780131,4.07927209563852,0.0488136772916217,0.149009637632488
"221198_at",-0.973367506296081,0.884872359612846,4.07917901447607,0.0488161537816793,0.149009637632488
"219200_at",0.561514562110061,4.75742111698888,4.0784924229182,0.0488344252654602,0.149044993588584
"208610_s_at",0.749728159779102,4.56938464615557,4.07748519069081,0.0488612430845242,0.149066828432123
"216785_at",-0.668025427293198,1.18340873625347,4.07747096836713,0.0488616218724746,0.149066828432123
"215996_at",-0.521984327198086,1.06114916558047,4.0774699663274,0.0488616485602579,0.149066828432123
"203113_s_at",0.585664806280217,7.56483911351831,4.07461878370501,0.0489376497847168,0.149278254641047
"214741_at",1.06548785494074,3.43634423857837,4.07364749711247,0.0489635698478054,0.149316936641157
"208886_at",0.978209092104563,5.30974053755479,4.07352176644726,0.0489669262300166,0.149316936641157
"210997_at",2.12874792598754,2.38326767303514,4.07339038799965,0.0489704336477841,0.149316936641157
"210657_s_at",-0.754561857699865,3.60580699777737,4.07278296086666,0.0489866537239913,0.14934595771401
"200725_x_at",0.60111846194802,9.51704711078458,4.07243072734393,0.0489960620686056,0.14935420671337
"217255_at",-0.729801494455392,2.03782184290374,4.07202152507948,0.0490069945516685,0.149367098836661
"207544_s_at",-1.05290079156356,2.91516776782428,4.07139726022211,0.0490236778929542,0.149387563512277
"213122_at",0.845331506216383,5.37208883031858,4.07107903416559,0.0490321847964571,0.149387563512277
"213752_at",-0.851103669598541,3.15503936006341,4.07101782361709,0.0490338212776016,0.149387563512277
"214913_at",1.02156015041233,5.70385556495215,4.07026659431976,0.0490539104525852,0.149428337199584
"208514_at",-0.731520827776236,3.71063396629794,4.06960448391206,0.0490716238717004,0.149461863686865
"200969_at",0.924315135241828,6.92935434279756,4.06736902862862,0.0491314804625456,0.149592091805542
"216030_s_at",-1.02667432900459,1.74070585061334,4.06727166510336,0.0491340892779894,0.149592091805542
"206065_s_at",-1.09560639391081,3.05512563405071,4.06707554904856,0.0491393445850682,0.149592091805542
"207395_at",-0.646398326338825,3.80139496938179,4.06700505470354,0.0491412337663943,0.149592091805542
"209711_at",0.665241127887121,3.91700435053949,4.06577554675509,0.0491741961438393,0.149667949792299
"215374_at",-0.945492904177255,2.67687144932011,4.06557456608189,0.0491795866076927,0.149667949792299
"217932_at",0.572645689756994,5.29657196731504,4.06478356782425,0.0492008080762387,0.149712086079862
"206448_at",-0.504409769714774,3.61024600413982,4.06409603156198,0.0492192619012179,0.149742717064819
"218954_s_at",1.05941440203304,1.89434470709382,4.06390783114005,0.049224314612027,0.149742717064819
"222201_s_at",0.711458468303275,3.93618363884323,4.06357696417458,0.0492331989337138,0.149749300005453
"218870_at",-0.722245596013976,4.48071767922226,4.05854876633335,0.0493684296599127,0.150140128034917
"219588_s_at",0.507813605609351,4.49205979896225,4.05786337901401,0.0493868941279356,0.150175786279038
"215690_x_at",0.431213402679444,5.69362525081401,4.05606126784479,0.0494354792868071,0.150300129839566
"201424_s_at",0.660450292784083,4.82653959285841,4.05584638853884,0.0494412759378909,0.150300129839566
"203360_s_at",0.766997512559466,4.34311965876306,4.05549535603099,0.049450747094291,0.150308415973549
"203208_s_at",0.662251941497546,4.43284873442708,4.05422078249717,0.0494851528086706,0.150392479546591
"221893_s_at",0.668378603706843,4.47488465972439,4.05142222858974,0.0495607883003321,0.150601806313419
"203310_at",0.561387882342291,5.29927687709322,4.04974342842557,0.0496062210958522,0.150706205619112
"214164_x_at",1.58461885062359,6.05569380556385,4.04965294511165,0.0496086711042582,0.150706205619112
"205166_at",-0.563239193397544,4.35451048915658,4.0493091595116,0.0496179809584687,0.150713940798467
"207053_at",-0.535845698515701,1.00279278579136,4.04875232370614,0.0496330643409708,0.150739208492552
"219500_at",-0.950906917824338,3.02850381719744,4.04843950445036,0.04964154007775,0.150744404136346
"206280_at",-0.91019575330686,3.20493098799634,4.04683809320605,0.049684954525086,0.150853324751361
"215025_at",-0.696135342106708,1.86297107889277,4.04661711863667,0.0496909484214417,0.150853324751361
"217170_at",-0.802575105463985,2.0129304237091,4.0461559953595,0.0497034588488098,0.15087074969732
"211691_x_at",-0.47545790184159,4.33393278256116,4.04563479514062,0.0497176033183995,0.150887858793777
"213860_x_at",0.456681132065625,7.63116824572667,4.04544930694732,0.049722638205031,0.150887858793777
"210366_at",-1.02490525032557,2.36535995038107,4.04460786850525,0.0497454851706624,0.150936634811802
"221753_at",-0.415741110956357,4.36231112759486,4.04434622160355,0.0497525918115453,0.150937645110506
"201057_s_at",0.457036604620763,6.40676033018221,4.04316283556915,0.0497847478126048,0.151014638648009
"215686_x_at",-0.981789143204354,2.21594567958739,4.04260547026061,0.0497999008806748,0.151040042374313
"204846_at",-1.01039429685342,3.07127499588303,4.04183834481326,0.0498207649144694,0.151082757837387
"218230_at",0.518359621596932,5.08708008264049,4.04041701769765,0.0498594469130716,0.151173516042648
"207969_x_at",-0.343574701231205,4.99176974083151,4.04024018875365,0.0498642616754236,0.151173516042648
"209978_s_at",-0.930417937370934,2.85673702873403,4.03899163856726,0.0498982720831619,0.151256046364997
"212758_s_at",1.07718481809983,3.04826913649097,4.0386437424355,0.0499077532519305,0.151256501931014
"209713_s_at",-0.74089099442328,1.91056905862043,4.03848799967617,0.0499119983260219,0.151256501931014
"204415_at",1.63253620894337,6.46541477497705,4.03704005041636,0.0499514838742323,0.151347583955068
"210775_x_at",-0.32003784998014,5.48498621045444,4.03664466198065,0.0499622720295181,0.151347583955068
"210306_at",0.876108479118603,3.49612123234279,4.03663887320853,0.0499624299947709,0.151347583955068
"221080_s_at",-0.509655719576205,4.31718624670337,4.03618858868887,0.0499747191243055,0.151364233552657
"209902_at",1.22940126751366,3.54706008657096,4.03557760030656,0.0499913994424994,0.15139417691998
"214788_x_at",-0.841324924177434,2.28269666917603,4.03381658646802,0.050039510067037,0.151518502089831
"202446_s_at",0.75822956877285,7.0378752248975,4.03328073004207,0.0500541596000584,0.151518502089831
"44654_at",0.571405027515987,5.7428494196135,4.03317749024048,0.0500569825630014,0.151518502089831
"204892_x_at",-0.634153408026856,11.6117592368115,4.03307989249236,0.0500596514107316,0.151518502089831
"218474_s_at",0.807587820335091,3.93722217502373,4.03229865187881,0.0500810203278488,0.151562593503389
"205043_at",-0.597331896070751,1.47611406911724,4.03106181306254,0.0501148713600101,0.151644443035728
"220205_at",-0.891028177916356,2.58792006540039,4.03053659450164,0.0501292536107402,0.151667367034368
"204614_at",-1.06182216410225,2.89419987810922,4.02874283811828,0.0501784066458944,0.15178420796719
"219321_at",0.972920157802494,3.93395269786664,4.02863018641504,0.0501814953145576,0.15178420796719
"220098_at",-0.865609395026941,2.51792513284264,4.02816448498192,0.0501942660521421,0.15180222997284
"209520_s_at",0.727359730441485,4.0211614417213,4.02785006795587,0.0502028901846392,0.151807708235081
"217072_at",1.14295292706368,2.86473983729404,4.02661686747297,0.0502367311975165,0.151878188085286
"216618_at",-0.855349606234542,2.98739858064033,4.02650400156876,0.0502398296628212,0.151878188085286
"211548_s_at",-1.13260538552197,2.92876526103083,4.02571096936309,0.0502616063570201,0.151923409448383
"217207_s_at",-0.357508379434109,5.02644102734685,4.02449688739623,0.0502949650431677,0.151991066049202
"216035_x_at",0.857220793701139,5.31932389087382,4.02439988292863,0.0502976314251587,0.151991066049202
"207387_s_at",1.38694544442193,2.90805816598179,4.02311044921703,0.05033308900894,0.152077589476096
"208616_s_at",0.599576981035997,8.36953407388468,4.0221641193078,0.0503591290770215,0.152135638994478
