X	control_1h	exposed_1h	exposed_1h
213541_s_at	17.3	7.9	7.9
213542_at	76.4	118.9	118.9
213543_at	3.8	3.4	3.4
213544_at	16.2	5.6	5.6
213545_x_at	764.3	715.4	715.4
213546_at	114.6	97.5	97.5
213547_at	158.5	131.7	131.7
213548_s_at	130.2	336.8	336.8
213549_at	160.9	146.7	146.7
213550_s_at	80.5	92.4	92.4
213551_x_at	69.1	85.4	85.4
213552_at	101.8	63.9	63.9
213553_x_at	31.2	3.3	3.3
213554_s_at	260.9	513.8	513.8
213555_at	53.6	24.4	24.4
213556_at	16.9	14.0	14.0
213557_at	19.7	13.7	13.7
213558_at	69.4	49.3	49.3
213559_s_at	5.7	4.2	4.2
213560_at	59.9	48.9	48.9
213561_at	57.0	26.8	26.8
213562_s_at	162.8	131.5	131.5
213563_s_at	5.8	5.3	5.3
213564_x_at	2251.1	2211.2	2211.2
213565_s_at	20.4	12.3	12.3
213566_at	1.6	0.5	0.5
213567_at	188.9	176.0	176.0
213568_at	71.3	89.5	89.5
213569_at	12.6	31.9	31.9
213570_at	72.7	73.6	73.6
213571_s_at	761.6	810.6	810.6
213572_s_at	43.3	35.9	35.9
213573_at	471.4	507.2	507.2
213574_s_at	996.9	988.9	988.9
213575_at	17.1	11.8	11.8
213577_at	84.5	138.7	138.7
213578_at	206.2	211.3	211.3
213579_s_at	82.8	63.0	63.0
213580_at	10.6	7.4	7.4
213581_at	244.7	269.7	269.7
213582_at	48.7	27.4	27.4
213583_x_at	6866.3	6128.1	6128.1
213584_s_at	65.9	95.5	95.5
213585_s_at	3.6	5.0	5.0
213586_at	14.3	7.2	7.2
213587_s_at	365.5	431.8	431.8
213588_x_at	4040.8	3269.8	3269.8
213589_s_at	3.9	14.1	14.1
213590_at	53.5	63.8	63.8
213591_at	37.1	20.9	20.9
213592_at	25.2	5.6	5.6
213593_s_at	17.7	40.2	40.2
213594_x_at	488.4	534.3	534.3
213595_s_at	61.2	59.3	59.3
213596_at	33.5	22.4	22.4
213597_s_at	25.0	9.0	9.0
213598_at	130.0	172.8	172.8
213599_at	537.4	438.2	438.2
213600_at	94.5	118.1	118.1
213601_at	14.9	12.1	12.1
213602_s_at	8.2	2.5	2.5
213603_s_at	45.8	64.8	64.8
213604_at	412.7	317.2	317.2
213605_s_at	28.0	37.5	37.5
213606_s_at	82.4	350.4	350.4
213607_x_at	126.5	197.7	197.7
213608_s_at	245.3	229.0	229.0
213609_s_at	28.7	11.4	11.4
213610_s_at	87.1	81.8	81.8
213611_at	5.1	4.3	4.3
213612_x_at	1568.7	1441.8	1441.8
213613_s_at	2.7	11.2	11.2
213614_x_at	7988.7	7229.0	7229.0
213615_at	31.7	55.1	55.1
213616_at	177.5	184.3	184.3
213617_s_at	642.5	707.1	707.1
213618_at	29.2	37.6	37.6
213619_at	2138.2	2562.8	2562.8
213620_s_at	5.4	1.3	1.3
213621_s_at	31.2	2.1	2.1
213622_at	17.5	13.7	13.7
213623_at	42.9	40.8	40.8
213624_at	20.5	27.5	27.5
213625_at	70.5	66.9	66.9
213626_at	55.2	45.2	45.2
213627_at	128.1	146.4	146.4
213628_at	145.9	149.0	149.0
213629_x_at	171.1	185.5	185.5
213630_at	46.8	55.8	55.8
213631_x_at	21.8	12.4	12.4
213632_at	115.3	72.3	72.3
213633_at	40.3	37.6	37.6
213634_s_at	91.8	45.5	45.5
213635_s_at	14.3	17.9	17.9
213636_at	25.9	15.6	15.6
213637_at	57.6	61.4	61.4
213638_at	3.8	1.2	1.2
213639_s_at	73.4	76.1	76.1
213640_s_at	2.6	3.7	3.7
213641_at	24.2	33.6	33.6
213642_at	88.2	186.6	186.6
213643_s_at	7.0	19.1	19.1
213644_at	44.4	27.8	27.8
213645_at	47.0	51.9	51.9
213646_x_at	9706.1	7483.6	7483.6
213647_at	106.8	107.5	107.5
213648_at	89.0	108.7	108.7
213649_at	235.4	286.7	286.7
213650_at	8.7	21.1	21.1
213651_at	20.5	57.2	57.2
213652_at	11.8	0.5	0.5
213653_at	72.4	76.7	76.7
213654_at	125.0	173.9	173.9
213655_at	2171.8	2341.0	2341.0
213656_s_at	611.3	421.3	421.3
213657_s_at	77.2	28.3	28.3
213658_at	22.9	22.7	22.7
213659_at	44.0	55.3	55.3
213660_s_at	82.6	152.2	152.2
213661_at	3.1	7.1	7.1
213662_at	9.2	5.5	5.5
213663_s_at	1.8	1.4	1.4
213664_at	49.3	52.3	52.3
213665_at	11.5	2.3	2.3
213666_at	18.7	40.1	40.1
213667_at	19.3	43.6	43.6
213668_s_at	15.5	28.7	28.7
213669_at	5.2	3.5	3.5
213670_x_at	210.9	151.5	151.5
213671_s_at	585.4	463.5	463.5
213672_at	27.4	46.3	46.3
213673_x_at	6.3	7.9	7.9
213674_x_at	25.3	1.3	1.3
213675_at	91.7	96.2	96.2
213676_at	4.9	2.8	2.8
213677_s_at	132.5	119.0	119.0
213678_at	2.6	7.1	7.1
213679_at	30.1	20.0	20.0
213680_at	4.9	5.6	5.6
213681_at	58.8	105.5	105.5
213682_at	244.9	194.9	194.9
213683_at	2.7	9.7	9.7
213684_s_at	110.5	133.7	133.7
213685_at	61.5	52.6	52.6
213686_at	49.0	31.9	31.9
213687_s_at	3180.6	3061.1	3061.1
213688_at	63.7	61.2	61.2
213689_x_at	183.3	173.0	173.0
213690_s_at	36.3	22.7	22.7
213691_at	30.6	29.9	29.9
213692_s_at	29.9	22.0	22.0
213693_s_at	178.3	108.2	108.2
213694_at	39.1	50.5	50.5
213695_at	5.1	6.9	6.9
213696_s_at	196.7	226.1	226.1
213697_at	4.3	10.8	10.8
213698_at	124.8	127.0	127.0
213699_s_at	3053.7	2700.2	2700.2
213700_s_at	161.9	151.0	151.0
213701_at	143.4	182.7	182.7
213702_x_at	462.4	432.0	432.0
213703_at	29.5	13.8	13.8
213704_at	125.6	82.2	82.2
213705_at	46.0	76.0	76.0
213706_at	2.6	2.6	2.6
213707_s_at	4.3	2.2	2.2
213708_s_at	195.5	193.5	193.5
213709_at	45.6	34.8	34.8
213710_s_at	142.8	74.7	74.7
213711_at	7.8	3.8	3.8
213712_at	163.5	170.3	170.3
213713_s_at	16.1	56.2	56.2
213714_at	14.1	18.1	18.1
213715_s_at	3.8	2.5	2.5
213716_s_at	88.5	87.0	87.0
213717_at	4.3	3.8	3.8
213718_at	30.4	30.0	30.0
213719_s_at	3.6	6.5	6.5
213720_s_at	813.9	752.9	752.9
213721_at	15.4	12.5	12.5
213722_at	2.1	2.2	2.2
213723_s_at	5.3	3.6	3.6
213724_s_at	82.9	122.7	122.7
213725_x_at	13.4	5.9	5.9
213726_x_at	4409.2	4417.4	4417.4
213727_x_at	77.4	62.8	62.8
213728_at	64.1	71.4	71.4
213729_at	393.6	591.1	591.1
213730_x_at	290.9	376.3	376.3
213731_s_at	3.9	14.2	14.2
213732_at	17.5	10.1	10.1
213733_at	8.3	1.8	1.8
213734_at	182.7	257.9	257.9
213735_s_at	2379.8	2070.3	2070.3
213736_at	28.7	61.2	61.2
213737_x_at	203.8	139.7	139.7
213738_s_at	3613.2	3171.5	3171.5
213739_at	35.1	29.5	29.5
213740_s_at	26.7	1.8	1.8
213741_s_at	166.2	192.9	192.9
213742_at	26.9	35.9	35.9
213743_at	80.3	67.7	67.7
213744_at	13.3	7.2	7.2
213745_at	1.5	0.8	0.8
213746_s_at	1885.9	2319.9	2319.9
213747_at	35.5	32.8	32.8
213748_at	24.7	5.0	5.0
213749_at	5.8	4.4	4.4
213750_at	79.3	85.7	85.7
213751_at	34.9	27.2	27.2
213752_at	9.8	2.5	2.5
213753_x_at	421.3	180.1	180.1
213754_s_at	438.0	310.0	310.0
213755_s_at	7.5	5.2	5.2
213756_s_at	49.4	133.2	133.2
213757_at	284.2	607.0	607.0
213758_at	17.7	11.8	11.8
213759_at	6.7	2.0	2.0
213760_s_at	123.2	87.3	87.3
213761_at	97.2	82.4	82.4
213762_x_at	1386.9	1335.1	1335.1
213763_at	17.4	33.2	33.2
213764_s_at	1.9	0.4	0.4
213765_at	21.0	4.0	4.0
213766_x_at	695.3	727.2	727.2
213767_at	4.8	4.2	4.2
213768_s_at	8.2	10.1	10.1
213769_at	3.3	11.8	11.8
213770_at	5.7	5.6	5.6
213771_at	108.1	143.9	143.9
213772_s_at	110.3	167.7	167.7
213773_x_at	637.2	581.5	581.5
213774_s_at	7.9	3.2	3.2
213775_x_at	363.4	351.2	351.2
213776_at	23.8	21.8	21.8
213777_s_at	2.5	7.1	7.1
213778_x_at	38.4	28.0	28.0
213779_at	47.3	39.2	39.2
213780_at	2.0	3.7	3.7
213781_at	19.4	17.7	17.7
213782_s_at	9.2	1.3	1.3
213783_at	22.5	1.9	1.9
213784_at	37.9	24.2	24.2
213785_at	42.5	57.5	57.5
213786_at	114.4	80.5	80.5
213787_s_at	703.2	806.1	806.1
213788_s_at	169.1	125.6	125.6
213789_at	133.6	180.2	180.2
213790_at	5.0	10.1	10.1
213791_at	29.8	0.9	0.9
213792_s_at	137.2	145.6	145.6
213793_s_at	336.9	275.3	275.3
213794_s_at	527.5	587.4	587.4
213795_s_at	262.2	438.6	438.6
213796_at	1.5	1.0	1.0
213797_at	563.6	736.2	736.2
213798_s_at	2230.2	2205.6	2205.6
213799_s_at	82.7	103.2	103.2
213800_at	16.6	5.6	5.6
213801_x_at	8022.9	6448.6	6448.6
213802_at	2.6	0.9	0.9
213803_at	436.7	516.7	516.7
213804_at	17.5	31.1	31.1
213805_at	48.2	25.9	25.9
213806_at	3.9	2.0	2.0
213807_x_at	48.8	146.0	146.0
213808_at	18.2	8.6	8.6
213809_x_at	2.8	3.9	3.9
213810_s_at	24.9	15.4	15.4
213811_x_at	480.6	573.3	573.3
213812_s_at	216.2	407.5	407.5
213813_x_at	44.7	30.9	30.9
213814_s_at	17.0	12.9	12.9
213815_x_at	201.8	232.8	232.8
213816_s_at	12.8	28.6	28.6
213817_at	1.1	3.2	3.2
213818_x_at	4.4	18.8	18.8
213819_s_at	29.0	16.6	16.6
213820_s_at	77.5	106.4	106.4
213821_s_at	5.5	3.5	3.5
213822_s_at	232.8	226.9	226.9
213823_at	37.1	36.7	36.7
213824_at	14.0	4.5	4.5
213825_at	2.1	1.8	1.8
213826_s_at	71.5	128.1	128.1
213827_at	74.3	106.5	106.5
213828_x_at	4615.0	5139.4	5139.4
213829_x_at	202.4	167.2	167.2
213830_at	7.4	4.0	4.0
213831_at	1.8	2.0	2.0
213832_at	32.0	44.3	44.3
213833_x_at	10.6	10.2	10.2
213834_at	11.9	2.9	2.9
213835_x_at	230.7	220.6	220.6
213836_s_at	8.2	7.2	7.2
213837_at	22.7	16.2	16.2
213838_at	213.9	185.2	185.2
213839_at	31.9	22.1	22.1
213840_s_at	31.2	26.0	26.0
213841_at	8.6	3.6	3.6
213842_x_at	487.8	427.2	427.2
213843_x_at	281.1	368.7	368.7
213844_at	253.5	373.7	373.7
213845_at	78.7	73.5	73.5
213846_at	194.7	162.9	162.9
213847_at	18.1	10.8	10.8
213848_at	142.9	173.7	173.7
213849_s_at	27.6	22.3	22.3
213850_s_at	99.0	174.0	174.0
213851_at	48.9	104.0	104.0
213852_at	199.5	179.0	179.0
213853_at	120.0	110.2	110.2
213854_at	81.9	40.4	40.4
213855_s_at	19.6	8.4	8.4
213856_at	1.2	0.8	0.8
213857_s_at	303.9	235.1	235.1
213858_at	67.5	64.5	64.5
213859_x_at	256.8	184.5	184.5
213860_x_at	905.9	950.0	950.0
213861_s_at	70.6	79.0	79.0
213862_at	15.6	1.3	1.3
213863_s_at	2.6	3.2	3.2
213864_s_at	2352.1	2194.6	2194.6
213865_at	183.7	309.4	309.4
213866_at	18.8	17.5	17.5
213867_x_at	11358.2	8513.7	8513.7
213868_s_at	8.1	10.3	10.3
213869_x_at	21.7	9.4	9.4
213870_at	21.0	13.9	13.9
213871_s_at	3.7	5.2	5.2
213872_at	1888.4	2132.1	2132.1
213873_at	40.9	24.1	24.1
213874_at	3.6	12.3	12.3
213875_x_at	404.1	449.9	449.9
213876_x_at	69.3	68.0	68.0
213877_x_at	197.3	194.4	194.4
213878_at	46.1	55.3	55.3
213879_at	55.3	142.9	142.9
213880_at	1.1	7.8	7.8
213881_x_at	3522.0	3448.1	3448.1
213882_at	24.2	26.4	26.4
213883_s_at	183.1	186.5	186.5
213884_s_at	29.7	41.8	41.8
213885_at	70.7	108.2	108.2
213887_s_at	1200.1	1352.0	1352.0
213888_s_at	2.1	0.6	0.6
213889_at	135.8	129.9	129.9
213890_x_at	7976.6	6781.9	6781.9
213891_s_at	93.8	70.9	70.9
213892_s_at	239.4	290.3	290.3
213893_x_at	217.9	220.1	220.1
213894_at	1.7	1.1	1.1
213895_at	4.2	16.4	16.4
213896_x_at	41.3	31.4	31.4
213897_s_at	573.6	703.8	703.8
213898_at	27.9	19.0	19.0
213899_at	78.3	138.5	138.5
213900_at	27.6	34.3	34.3
213901_x_at	103.4	180.4	180.4
213902_at	417.9	383.4	383.4
213903_s_at	4.9	17.8	17.8
213904_at	4.6	10.6	10.6
213905_x_at	7.3	2.4	2.4
213906_at	372.7	330.6	330.6
213907_at	80.9	53.4	53.4
213908_at	39.8	28.5	28.5
213909_at	16.9	18.1	18.1
213910_at	20.8	5.5	5.5
213911_s_at	3639.2	3734.4	3734.4
213912_at	1.4	1.4	1.4
213913_s_at	1.9	8.9	8.9
213914_s_at	2.4	2.4	2.4
213915_at	1.7	1.3	1.3
213916_at	111.1	146.3	146.3
213917_at	13.0	33.6	33.6
213918_s_at	350.7	306.3	306.3
213919_at	35.3	24.3	24.3
213920_at	1.4	5.0	5.0
213921_at	18.0	6.5	6.5
213922_at	24.4	20.7	20.7
213923_at	580.7	480.8	480.8
213924_at	167.2	193.7	193.7
213925_at	35.6	9.2	9.2
213926_s_at	68.5	88.8	88.8
213927_at	49.0	41.8	41.8
213928_s_at	8.5	10.1	10.1
213929_at	38.1	17.6	17.6
213930_at	21.0	32.7	32.7
213931_at	18.3	21.1	21.1
213932_x_at	4819.3	4338.5	4338.5
213933_at	2.2	2.4	2.4
213934_s_at	120.9	111.5	111.5
213935_at	29.5	43.2	43.2
213936_x_at	39.0	23.4	23.4
213937_s_at	239.3	237.7	237.7
213938_at	11.8	3.7	3.7
213939_s_at	37.4	29.0	29.0
213940_s_at	96.3	147.3	147.3
213941_x_at	4963.6	4394.7	4394.7
213942_at	71.5	105.3	105.3
213943_at	87.3	58.1	58.1
213944_x_at	552.9	519.9	519.9
213945_s_at	53.5	50.4	50.4
213946_s_at	45.2	50.1	50.1
213947_s_at	292.6	294.4	294.4
213948_x_at	4.8	7.2	7.2
213949_s_at	6.6	12.4	12.4
213950_s_at	4.3	12.1	12.1
213951_s_at	114.1	83.6	83.6
213952_s_at	22.2	6.5	6.5
213953_at	36.0	10.1	10.1
213954_at	10.9	15.0	15.0
213955_at	3.9	2.1	2.1
213956_at	16.5	58.9	58.9
213957_s_at	25.7	24.8	24.8
213958_at	4.0	14.7	14.7
213959_s_at	23.8	26.5	26.5
213960_at	28.6	7.0	7.0
213961_s_at	9.2	5.6	5.6
213962_s_at	29.4	6.4	6.4
213963_s_at	33.4	23.4	23.4
213964_x_at	5.7	1.1	1.1
213965_s_at	30.4	36.8	36.8
213966_at	2.5	2.1	2.1
213967_at	2.5	3.8	3.8
213968_at	3.7	8.6	8.6
213969_x_at	7158.7	5851.3	5851.3
213970_at	117.2	78.8	78.8
213971_s_at	83.3	150.4	150.4
213972_at	35.2	3.1	3.1
213973_at	23.6	28.5	28.5
213974_at	2.3	10.2	10.2
213975_s_at	1.0	0.4	0.4
213976_at	26.1	10.0	10.0
213977_s_at	482.6	645.0	645.0
213978_at	18.3	6.6	6.6
213979_s_at	27.5	45.9	45.9
213980_s_at	570.8	476.3	476.3
213981_at	37.4	29.4	29.4
213982_s_at	56.0	45.0	45.0
213983_s_at	133.2	151.3	151.3
213984_at	60.7	40.1	40.1
213985_s_at	11.3	1.8	1.8
213986_s_at	69.1	249.4	249.4
213987_s_at	3.9	3.1	3.1
213988_s_at	149.1	189.3	189.3
213989_x_at	170.6	122.6	122.6
213990_s_at	22.9	1.8	1.8
213991_s_at	4.4	2.4	2.4
213992_at	18.0	11.8	11.8
213993_at	11.7	0.6	0.6
213994_s_at	2.6	0.7	0.7
213995_at	225.5	255.4	255.4
213996_at	40.3	41.9	41.9
213997_at	7.9	12.0	12.0
213998_s_at	7.6	25.0	25.0
213999_at	42.9	20.2	20.2
214000_s_at	17.9	5.9	5.9
214001_x_at	63.2	120.2	120.2
214002_at	181.0	179.2	179.2
214003_x_at	6988.9	5929.1	5929.1
214004_s_at	100.5	141.7	141.7
214005_at	120.1	160.1	160.1
214006_s_at	152.0	116.8	116.8
214007_s_at	175.9	311.3	311.3
214008_at	3.1	18.3	18.3
214009_at	35.3	39.6	39.6
214010_s_at	20.6	5.4	5.4
214011_s_at	358.6	438.4	438.4
214012_at	4.2	9.6	9.6
214013_s_at	15.7	1.1	1.1
214014_at	99.7	89.6	89.6
214015_at	24.1	18.1	18.1
214016_s_at	231.3	218.0	218.0
214017_s_at	100.5	106.2	106.2
214018_at	5.8	1.6	1.6
214019_at	15.5	13.3	13.3
214020_x_at	143.4	106.4	106.4
214021_x_at	2.4	26.0	26.0
214022_s_at	1574.2	1626.0	1626.0
214023_x_at	4.6	14.7	14.7
214024_s_at	7.1	1.9	1.9
214025_at	3.9	2.2	2.2
214026_s_at	2.7	1.2	1.2
214027_x_at	8.6	8.8	8.8
214028_x_at	27.8	17.6	17.6
214029_at	17.6	3.1	3.1
214030_at	9.7	21.0	21.0
214031_s_at	48.4	11.5	11.5
214032_at	5.6	1.3	1.3
214033_at	72.6	33.3	33.3
214034_at	4.8	6.9	6.9
214035_x_at	1232.4	1357.7	1357.7
214036_at	26.0	19.2	19.2
214037_s_at	41.5	44.8	44.8
214038_at	4.9	1.6	1.6
214039_s_at	3473.6	3572.4	3572.4
214040_s_at	6.9	14.1	14.1
214041_x_at	102.1	305.6	305.6
214042_s_at	902.8	793.4	793.4
214043_at	2.3	1.6	1.6
214044_at	19.0	1.5	1.5
214045_at	39.0	57.3	57.3
214046_at	15.2	6.1	6.1
214047_s_at	348.9	312.3	312.3
214048_at	42.5	36.9	36.9
214049_x_at	14.9	6.9	6.9
214050_at	35.7	9.4	9.4
214051_at	200.8	191.0	191.0
214052_x_at	20.3	7.0	7.0
214053_at	11.0	0.7	0.7
214054_at	6.3	4.0	4.0
214055_x_at	75.1	115.2	115.2
214056_at	128.5	65.3	65.3
214057_at	92.2	58.1	58.1
214058_at	53.4	45.8	45.8
214059_at	80.5	97.4	97.4
214060_at	57.5	26.6	26.6
214061_at	93.0	108.2	108.2
214062_x_at	60.2	62.2	62.2
214063_s_at	5.8	3.9	3.9
214064_at	27.2	4.8	4.8
214065_s_at	11.0	10.0	10.0
214066_x_at	90.9	104.2	104.2
214067_at	2.8	1.3	1.3
214068_at	19.2	20.6	20.6
214069_at	3.7	11.5	11.5
214070_s_at	15.9	2.0	2.0
214071_at	15.2	25.5	25.5
214072_x_at	31.5	18.3	18.3
214073_at	62.2	76.3	76.3
214074_s_at	80.6	115.5	115.5
214075_at	188.6	157.1	157.1
214076_at	68.5	111.0	111.0
214077_x_at	337.0	397.7	397.7
214078_at	0.8	2.9	2.9
214079_at	778.7	773.2	773.2
214080_x_at	704.6	807.4	807.4
214081_at	19.5	14.7	14.7
214082_at	14.1	8.2	8.2
214083_at	5.4	24.2	24.2
214084_x_at	5.0	1.4	1.4
214085_x_at	279.4	453.2	453.2
214086_s_at	448.6	430.6	430.6
214087_s_at	2.1	1.6	1.6
214088_s_at	27.9	3.2	3.2
214089_at	5.6	2.0	2.0
214090_at	3.8	8.8	8.8
214091_s_at	43.5	9.8	9.8
214092_x_at	209.4	185.6	185.6
214093_s_at	230.8	170.1	170.1
214094_at	30.0	16.6	16.6
214095_at	127.0	140.5	140.5
214096_s_at	1163.6	1119.6	1119.6
214097_at	1274.0	1187.6	1187.6
214098_at	21.9	11.6	11.6
214099_s_at	63.2	40.4	40.4
214100_x_at	226.2	210.8	210.8
214101_s_at	58.6	38.3	38.3
214102_at	38.0	20.6	20.6
214103_s_at	4.8	2.9	2.9
214104_at	78.3	81.0	81.0
214105_at	5.1	3.6	3.6
214106_s_at	134.8	88.5	88.5
214107_x_at	134.2	266.7	266.7
214108_at	27.2	21.8	21.8
214109_at	62.3	65.8	65.8
214110_s_at	200.8	253.6	253.6
214111_at	6.3	4.5	4.5
214112_s_at	234.7	257.9	257.9
214113_s_at	291.6	274.7	274.7
214114_x_at	372.4	345.1	345.1
214115_at	5.5	8.1	8.1
214116_at	51.0	41.4	41.4
214117_s_at	67.1	59.7	59.7
214118_x_at	294.9	244.1	244.1
214119_s_at	1485.8	2042.8	2042.8
214120_at	6.1	0.6	0.6
214121_x_at	275.8	387.9	387.9
214122_at	20.7	14.3	14.3
214123_s_at	22.6	19.0	19.0
214124_x_at	110.1	88.9	88.9
214125_s_at	4.6	4.0	4.0
214126_at	123.6	142.4	142.4
214127_s_at	3.9	3.0	3.0
214128_at	43.6	30.2	30.2
214129_at	186.8	159.5	159.5
214130_s_at	47.5	42.6	42.6
214131_at	16.6	16.1	16.1
214132_at	73.4	48.5	48.5
214133_at	9.0	7.5	7.5
214134_at	4.0	2.0	2.0
214135_at	32.0	16.9	16.9
214136_at	26.9	10.6	10.6
214137_at	13.6	2.4	2.4
214138_at	35.1	35.9	35.9
214139_at	18.5	9.1	9.1
214140_at	31.9	25.0	25.0
214141_x_at	1796.7	1617.1	1617.1
214142_at	3.2	3.9	3.9
214143_x_at	5318.7	5828.1	5828.1
214144_at	61.1	62.2	62.2
214145_s_at	3.1	2.8	2.8
214146_s_at	2.4	0.8	0.8
214147_at	5.3	1.4	1.4
214148_at	16.0	11.9	11.9
214149_s_at	52.0	91.0	91.0
214150_x_at	1367.3	1167.6	1167.6
214151_s_at	67.4	62.4	62.4
214152_at	42.0	43.6	43.6
214153_at	10.9	30.1	30.1
214154_s_at	4.4	29.2	29.2
214155_s_at	124.0	92.4	92.4
214156_at	2.4	0.6	0.6
214157_at	124.1	130.6	130.6
214158_s_at	22.4	27.6	27.6
214159_at	37.0	12.2	12.2
214160_at	15.5	2.4	2.4
214161_at	8.8	0.3	0.3
214162_at	2.3	2.3	2.3
214163_at	20.4	15.8	15.8
214164_x_at	37.1	35.2	35.2
214165_s_at	3.7	4.1	4.1
214166_at	7.4	20.8	20.8
214167_s_at	2867.9	2540.2	2540.2
214168_s_at	307.3	308.1	308.1
214169_at	14.3	20.2	20.2
214170_x_at	674.7	793.7	793.7
214171_s_at	8.1	11.5	11.5
214172_x_at	226.6	338.4	338.4
214173_x_at	478.4	424.6	424.6
214174_s_at	18.7	5.8	5.8
214175_x_at	258.7	200.4	200.4
214176_s_at	13.4	9.1	9.1
214177_s_at	167.5	149.6	149.6
214178_s_at	9.9	15.2	15.2
214179_s_at	379.1	325.3	325.3
214180_at	59.3	54.9	54.9
214181_x_at	4.3	5.0	5.0
214182_at	260.9	355.5	355.5
214183_s_at	6.0	3.8	3.8
214184_at	24.9	23.7	23.7
214185_at	50.0	49.9	49.9
214186_s_at	5.6	3.2	3.2
214187_x_at	18.3	2.6	2.6
214188_at	18.5	26.8	26.8
214189_s_at	16.9	5.5	5.5
214190_x_at	51.3	88.6	88.6
214191_at	23.4	1.1	1.1
214192_at	6.8	2.8	2.8
214193_s_at	34.3	43.8	43.8
214194_at	50.7	32.6	32.6
214195_at	8.6	5.8	5.8
214196_s_at	205.9	373.5	373.5
214197_s_at	68.2	58.7	58.7
214198_s_at	509.9	276.0	276.0
214199_at	39.3	1.2	1.2
214200_s_at	5.5	7.4	7.4
214201_x_at	172.0	172.1	172.1
214202_at	25.6	27.1	27.1
214203_s_at	25.6	50.2	50.2
214204_at	4.8	1.5	1.5
214205_x_at	310.0	302.7	302.7
214206_at	2.4	1.5	1.5
214207_s_at	3.4	3.9	3.9
214208_at	8.8	4.1	4.1
214209_s_at	31.2	46.8	46.8
214210_at	54.6	55.4	55.4
214211_at	1136.3	1126.9	1126.9
214212_x_at	152.9	260.0	260.0
214213_x_at	114.0	106.2	106.2
214214_s_at	1188.0	936.6	936.6
214215_s_at	1.4	0.8	0.8
214216_s_at	11.8	56.0	56.0
214217_at	2.9	4.6	4.6
214218_s_at	5.1	6.5	6.5
214219_x_at	4.2	2.9	2.9
214220_s_at	98.0	54.3	54.3
214221_at	83.2	49.7	49.7
214222_at	35.4	13.2	13.2
214223_at	3.5	12.1	12.1
214224_s_at	674.5	590.2	590.2
214225_at	25.4	22.1	22.1
214226_at	21.4	63.4	63.4
214227_at	5.6	1.0	1.0
214228_x_at	4.1	3.7	3.7
214229_at	17.8	12.6	12.6
214230_at	44.0	22.3	22.3
214231_s_at	34.9	27.5	27.5
214232_at	73.9	77.4	77.4
214233_at	35.2	11.5	11.5
214234_s_at	4.0	7.3	7.3
214235_at	2.6	11.9	11.9
214236_at	8.6	18.5	18.5
214237_x_at	16.5	41.0	41.0
214238_at	10.4	3.9	3.9
214239_x_at	148.3	144.5	144.5
214240_at	87.3	61.6	61.6
214241_at	54.0	64.4	64.4
214242_at	16.8	1.2	1.2
214243_s_at	7.6	3.4	3.4
214244_s_at	16.3	32.9	32.9
214245_at	72.6	40.0	40.0
214246_x_at	436.4	696.4	696.4
214247_s_at	549.8	450.0	450.0
214248_s_at	14.1	3.5	3.5
214249_at	11.9	9.5	9.5
214250_at	2.5	7.9	7.9
214251_s_at	71.1	188.4	188.4
214252_s_at	81.2	55.7	55.7
214253_s_at	31.6	24.0	24.0
214254_at	2.4	3.6	3.6
214255_at	8.6	7.9	7.9
214256_at	7.5	13.1	13.1
214257_s_at	691.6	764.2	764.2
214258_x_at	382.6	400.3	400.3
214259_s_at	800.8	709.2	709.2
214260_at	26.8	33.3	33.3
214261_s_at	39.3	13.2	13.2
214262_at	15.9	14.3	14.3
214263_x_at	397.7	404.1	404.1
214264_s_at	326.5	299.8	299.8
214265_at	4.5	5.0	5.0
214266_s_at	215.9	501.4	501.4
214267_s_at	20.1	3.2	3.2
214268_s_at	334.8	369.8	369.8
214269_at	4.0	1.3	1.3
214270_s_at	17.7	42.7	42.7
214271_x_at	4941.9	4029.8	4029.8
214272_at	28.7	28.2	28.2
214273_x_at	81.3	99.8	99.8
214274_s_at	169.9	143.8	143.8
214275_at	18.9	0.8	0.8
214276_at	57.0	45.4	45.4
214277_at	14.4	7.5	7.5
214278_s_at	4.6	2.3	2.3
214279_s_at	22.7	33.9	33.9
214280_x_at	1002.0	718.5	718.5
214281_s_at	223.7	215.3	215.3
214282_at	9.1	0.1	0.1
214283_at	66.8	57.7	57.7
214284_s_at	3.4	8.8	8.8
214285_at	18.4	9.4	9.4
214286_at	16.4	4.4	4.4
214287_s_at	6.9	13.1	13.1
214288_s_at	3383.8	3003.6	3003.6
214289_at	28.7	10.5	10.5
214290_s_at	1010.4	951.5	951.5
214291_at	96.6	83.9	83.9
214292_at	5.2	2.1	2.1
214293_at	87.1	42.3	42.3
214294_at	2.7	7.4	7.4
214295_at	6.2	12.7	12.7
214296_x_at	26.5	10.0	10.0
214297_at	75.8	55.3	55.3
214298_x_at	78.1	119.7	119.7
214299_at	244.7	292.8	292.8
214300_s_at	42.2	98.6	98.6
214301_s_at	6.5	4.0	4.0
214302_x_at	4.0	1.8	1.8
214303_x_at	3.5	1.7	1.7
214304_x_at	1.7	0.7	0.7
214305_s_at	173.0	241.6	241.6
214306_at	129.0	123.2	123.2
214307_at	6.1	11.7	11.7
214308_s_at	5.0	10.1	10.1
214309_s_at	6.7	17.3	17.3
214310_s_at	84.9	79.8	79.8
214311_at	15.1	9.5	9.5
214312_at	40.2	10.7	10.7
